station_a,station_b,num_trains
RBK,AO,8
AO,NSU,25
AO,BTG,1
NSU,BTG,25
BDMA,MRIJ,2
MRIJ,RPLY,5
RPLY,JNKR,8
JNKR,HPI,8
HPI,BNKI,6
MNME,MEKM,9
MNME,SVGA,1
MEKM,SVGA,9
SVGA,NTS,10
NTS,PNGI,10
PNGI,KAL,10
KAL,DKO,10
KTYR,CTND,10
CTND,TYM,10
TYM,NMN,10
NMN,PDKT,10
PDKT,VEL,10
VEL,NTM,10
NTM,KUTR,10
KUTR,KRUR,10
KRUR,TNLR,10
TNLR,KRMG,10
MHA,AUL,16
AUL,SKA,16
SKA,RKN,16
RKN,HTJ,16
HTJ,MEU,16
MEU,HTC,16
HTC,MSN,16
MSN,SYZ,16
SYZ,RAYA,16
RAYA,MRT,16
AH,RAI,34
AH,CIK,33
RAI,BCP,34
RNIR,BIK,11
BIK,PLK,13
PLK,DDW,11
DDW,SOI,9
DDW,BXM,2
SOI,BXM,9
BXM,TQN,10
TQN,KYBR,6
TQN,MIN,2
TQN,MJPB,1
KYBR,MJPB,6
MJPB,BIC,7
BIC,NSA,7
NSA,MUH,7
MUH,KARH,7
KARH,MIN,7
MIN,RBJ,7
MIN,NNP,2
RBJ,NNP,7
NNP,MT,17
NNP,BBJ,8
MT,RS,17
RS,BRK,17
BRK,CLW,17
CLW,YEAM,17
YEAM,PDR,17
PDR,BEU,13
PDR,BGAN,2
BEU,BGAN,13
BGAN,GADM,12
BYP,DMH,3
BYP,KKNH,1
BYP,MEE,1
HTE,GBX,3
HTE,PKF,2
HTE,BLRG,1
MYX,IBL,48
IBL,SRJM,48
SRJM,JPH,48
JPH,CJN,48
CJN,ANCR,48
ANCR,BQA,48
BQA,BXL,47
BQA,ODM,2
BXL,ODM,48
ODM,RSG,50
RSG,VSU,50
VSU,PBA,50
PBA,BGO,50
BGO,GBA,49
GBA,CDGR,48
CDGR,SLB,48
SLB,GSL,48
GSL,BUTA,48
BUTA,MDN,48
MDN,GKL,48
GKL,GMDN,44
SDMK,AUS,11
SDMK,PRSR,1
AUS,TSD,11
TSD,GAMI,11
GAMI,DPLN,11
DPLN,NHR,11
NHR,KNNA,9
NHR,BKKA,2
KNNA,ENB,11
KNNA,BKKA,2
ENB,SRKN,9
ENB,TIBI,2
SRKN,HMO,11
SRKN,SJSM,2
HMO,HMH,11
HMH,DPK,9
HMH,JRKN,2
HMH,DBI,18
HMH,NAWN,17
DPK,SDS,9
DPK,BUGL,2
DPK,HLW,2
SDS,FSW,2
SDS,BDSW,2
SDS,SGNR,4
BRM,CKP,51
CKP,LPH,49
ANJ,ELP,1
RCJ,AJKI,16
PDPK,SHM,11
KTGA,SKPI,9
SKPI,BLMK,9
BLMK,LLGM,9
LLGM,RUL,9
RUL,TKRI,9
TKRI,SGRM,9
SGRM,LKMR,9
LKMR,KKGM,9
KKGM,BGUA,9
BGUA,DMNJ,9
DMNJ,DMRT,9
DMRT,KRPU,6
STRK,SCC,3
CKVD,AMC,6
AMC,BTGH,8
BTGH,HLV,8
HLV,CTA,6
BDME,SSNR,10
VDKS,VPZ,14
VPZ,KZC,14
KZC,CQA,14
CQA,AAM,14
AAM,PKQ,14
PKQ,MLTR,14
MLTR,TUV,14
TUV,TDPM,14
TDPM,VNB,14
VNB,NIL,7
PRU,JNE,18
JNE,BLT,18
BLT,KHTX,18
KHTX,TWL,18
TWL,GOLE,18
GOLE,BMQ,18
BMQ,BUT,18
BUT,BSDA,18
BSDA,KVA,18
KVA,UTL,18
UTL,BME,9
IZN,DOX,28
DOX,BPR,28
BPR,DBNR,10
BPR,AMA,13
BPR,STH,9
DBNR,STH,10
STH,BJV,19
BJV,SSC,10
CAF,KEZ,10
KEZ,MME,12
MME,ROL,12
ROL,SYE,12
SYE,AWH,12
AWH,TUD,12
BMP,WSA,12
WSA,WDG,11
WDG,AJU,12
AJU,DEW,12
DEW,SNV,12
SNV,GNL,12
GNL,HDM,12
MUGR,PGP,1
OEL,KDPS,3
CHPD,HAD,44
HAD,KVTA,44
KVTA,AMPA,44
AMPA,PUPR,44
PUPR,PNPR,44
PNPR,ALLP,42
AMH,SAA,23
AMH,RKS,23
SAA,MMA,24
MMA,KRT,24
KRT,PLGH,2
DJD,KRND,24
DJD,KHJA,2
KRND,SMZ,24
SMZ,RKS,20
SMZ,PHY,2
SMZ,SJER,2
RKS,PHY,4
RTP,RJMP,14
RTP,HLP,5
RJMP,RSR,14
RSR,CHR,14
TRS,BJIH,5
TRS,SSNS,4
SVUR,THL,114
THL,MCN,114
MCN,WJR,114
WJR,MRLM,112
WJR,TUG,2
MRLM,TUG,112
TUG,SHU,114
SHU,AVN,114
AVN,CTRE,114
CTRE,AJJ,107
CTRE,TRT,2
AJJ,PLMG,120
AJJ,TRT,21
PLMG,MSU,124
MSU,TO,124
TO,MAF,124
MAF,SPAM,124
SPAM,KBT,124
KBT,EGT,124
EGT,TRL,125
TRL,PTLR,126
PTLR,SVR,128
SVR,VEU,128
VEU,TI,128
TI,NEC,128
NEC,PAB,128
PAB,HC,130
PAB,PRES,1
HC,AVD,129
AVD,ANNR,128
ANNR,TMVL,129
TMVL,ABU,129
ABU,PVM,128
ABU,ABEO,1
PVM,KOTR,128
KOTR,VLK,129
KOTR,ABEO,1
VLK,PEW,129
PEW,PCW,129
PCW,PER,128
PCW,VJM,1
PER,VJM,124
PER,MAS,1
VJM,MAS,8
DNUA,MDSA,1
DNUA,BAYD,2
BAYD,KSUA,2
KSUA,VLTR,2
VLTR,KVNJ,2
KVNJ,KTAL,2
KTAL,MHUA,2
ZRDE,KYW,68
KYW,MW,68
MW,BTK,68
BTK,BHTR,68
BHTR,NNPR,68
HBL,BLR,18
BLR,MLP,18
MLP,SMKT,18
SMKT,HLAR,18
HLAR,JAK,18
JAK,LKY,18
LKY,YGA,18
YGA,BDM,18
BDM,GED,18
GED,BGK,17
BGK,MGL,18
MGL,KLM,19
MGL,LMT,1
KLM,JRKT,19
JRKT,SII,19
SII,KSAR,19
KSAR,LMT,19
LMT,BENL,19
LMT,WDL,1
BENL,WDL,19
WDL,ANGR,19
WDL,BSRX,1
ANGR,BSRX,19
BSRX,KDGI,19
BSRX,MVD,1
KDGI,MVD,19
MVD,HOH,19
MVD,BJP,1
HOH,IMR,19
IMR,BJP,17
MOPR,SGNR,10
MOPR,FTH,21
SGNR,BWC,2
SGNR,KESR,1
FTH,ORKI,21
ORKI,HMK,21
HMK,KTPK,21
KTPK,BKWA,21
BKWA,PJK,21
PJK,KLWL,21
KLWL,ABS,21
ABS,BFE,24
ABS,FKA,1
BFE,PKK,25
PKK,MOT,25
MOT,FSR,25
FSR,GDB,25
GDB,BHX,25
BHX,BWX,25
PQZ,SJRR,72
SJRR,GDX,72
GDX,FLK,72
FLK,SXX,72
SXX,KLGR,72
KLGR,DQG,72
DQG,ATM,72
ATM,BYXA,72
BYXA,NMX,72
NMX,NQH,72
NQH,JPE,72
NJP,SGUT,32
NQR,SPSR,21
SPSR,GHNH,21
GHNH,RQP,21
RQP,RJGR,21
RJGR,JRZ,38
RJGR,MZY,16
JRZ,SCPR,38
SCPR,DNKL,38
DNKL,DNDL,36
DNDL,SSPR,36
SSPR,MHDB,36
MHDB,HND,36
HND,NBT,36
NBT,MRDL,36
MRDL,BDPK,36
BDPK,TTPT,12
BDPK,TLHR,4
BDPK,TLHD,20
TTPT,TLHR,21
TTPT,TLHD,10
TLHR,TLHD,4
TLHD,ANGL,33
ANGL,KPJG,26
KPJG,JRPD,26
JRPD,BONA,26
BONA,HNPA,26
HNPA,SRGP,26
SRGP,BAMR,26
BAMR,RAIR,26
RAIR,CHAR,12
SBPD,SBP,28
SBPD,SSN,9
SBPD,JUJA,2
SBPD,RGL,8
SBPD,MANE,1
SBPD,SBPY,1
SBP,JSG,12
SBP,HKG,30
SBP,RGL,3
SBP,SBPY,2
SBP,SSN,1
JSG,IB,55
JSG,BXQ,26
JSG,DTV,71
IB,BRJN,57
BRJN,BPH,57
BPH,HGR,57
HGR,DAO,57
DAO,JMG,57
JMG,KRL,57
PRCA,PPM,23
PPM,NDPU,23
NDPU,STUR,23
STUR,NRT,23
NRT,MUK,23
MUK,SAB,23
SAB,SYM,23
SYM,VKN,23
VKN,CEM,23
CEM,GKM,23
GKM,KCD,23
KCD,POO,23
POO,DKD,23
DKD,GJJ,23
GJJ,MRK,22
MRK,TLU,21
TLU,CBM,21
CBM,JBK,21
JBK,SDV,21
SDV,GMA,21
GMA,GID,21
GID,KSTE,21
KSTE,DMT,21
DMT,CMZ,21
CMZ,GZL,21
GZL,NDL,21
NDL,PNM,21
PNM,KEF,21
KEF,BEY,21
BEY,BMH,21
BMH,RGM,21
RGM,MLK,21
MLK,DHNE,20
DHNE,BVO,35
DHNE,MYL,48
BVO,VDI,35
VDI,UKD,35
UKD,DUU,35
DUU,KRNT,33
KRNT,ALPR,33
ALPR,MOA,36
MOA,IKI,36
IKI,PDNA,36
PDNA,PDO,36
PDO,GWD,36
GWD,ARPL,36
ARPL,SRNR,36
SRNR,WPR,36
WPR,KONN,36
KONN,KXI,36
KXI,KQQ,36
KQQ,DKUR,36
DKUR,DKC,36
DKC,KTKA,36
KTKA,MQN,36
MQN,MHBT,36
MHBT,MBNR,36
MBNR,DTP,38
DTP,JCL,40
JCL,GLY,40
GLY,RJAP,40
RJAP,RRGA,40
RRGA,BABR,40
BABR,SHNR,40
SHNR,TMX,40
TMX,UR,40
UR,BDVL,40
BDVL,NSVP,40
PDL,LMD,50
PDL,EDD,32
LMD,MYL,50
HR,RMB,14
RMB,PVZ,14
PVZ,LHU,14
LHU,SAWN,14
LHU,SRGH,6
LHU,CRWA,1
SAWN,STNL,14
STNL,ZP,14
ZP,MHRG,14
MHRG,BJWS,14
BJWS,KNNK,14
KNNK,DZB,14
DZB,NNU,14
MZGI,HGJ,14
HGJ,SUNM,14
SUNM,GDHA,6
SUNM,AUR,8
GDHA,AUR,6
AUR,DMPR,14
DMPR,DIB,14
DIB,RG,14
RG,BBA,14
BBA,BHKL,14
BHKL,DN,14
DN,PHX,5
DN,BJ,8
PHX,BJ,5
BJ,MJHL,5
GSD,PMO,20
PMO,KIN,20
KIN,BSJ,20
BSJ,FAN,20
FAN,MVJ,20
MVJ,BIML,20
MVJ,NDT,2
MVJ,VBN,1
BIML,KLH,20
KLH,DRB,20
DRB,RPZ,20
BYHA,URPR,28
URPR,PLP,28
PLP,SYC,28
SYC,THW,4
ETUE,KBP,60
KBP,CHLR,60
CHLR,JAB,60
JAB,AF,47
JAB,AGA,13
SRSI,BNKI,7
BNKI,SKHK,3
BNKI,AUI,2
MY,KTM,26
KTM,NPT,26
KTM,ADT,2
NPT,ADT,26
ADT,TDR,26
ADT,KMU,2
TDR,TRM,26
TRM,KMU,26
KMU,DSM,28
KMU,PML,2
DSM,SWI,30
SWI,SPL,30
SPL,PML,30
PML,PDV,30
PDV,AZP,30
AZP,PVL,30
PVL,TT,30
BWC,FSW,2
BDSW,BUGL,2
HLW,JRKN,2
SJSM,TIBI,2
TRT,POI,23
POI,VKZ,23
VKZ,NG,23
NG,EKM,23
EKM,VGA,23
VGA,PUT,23
PUT,TDK,23
TDK,PUDI,23
BJPL,BJMR,4
KAWL,DLSR,3
KEMR,BLQR,16
KEMR,CHRU,2
BLQR,RUPC,16
RUPC,HLDD,16
MLT,PURI,40
MLT,JKDP,78
PURI,MWQ,1
JKDP,SIL,78
SIL,BRST,78
BRST,JPRD,78
JPRD,DEG,78
DEG,KASR,78
KASR,MWQ,77
KASR,HPGM,1
MWQ,HPGM,77
SGUT,SGUJ,34
SGUJ,GLMA,30
SGUJ,SN,1
GLMA,SVQ,30
SVQ,BRQ,30
BRQ,ODB,30
ODB,DDM,30
DDM,NMZ,30
NMZ,CLD,30
CLD,NKB,30
NKB,CRX,30
CRX,BNQ,30
BNQ,BNV,30
BNV,DLO,30
DLO,MJE,30
MJE,MDT,30
MDT,HSA,30
HSA,HOJ,30
HOJ,KCF,30
KCF,GRU,30
GRU,RVK,30
MZQ,AYU,30
AYU,JPZ,30
JPZ,PNVT,30
PNVT,GLPT,30
GLPT,KRNI,30
KRNI,DDNI,30
DDNI,RGJI,30
RGJI,DPRA,30
DPRA,BOKO,30
BOKO,CGON,30
CGON,MRZA,30
MRZA,AZA,30
BPRA,MBA,22
BPRA,KBR,24
MBA,CRC,22
MBA,RJAK,5
MBA,RGLI,1
KBR,MTH,24
AMA,DRN,13
DRN,RR,13
RR,BHI,13
BHI,KHH,13
KHH,PBW,13
KADH,GNK,6
GNK,SJV,6
SJV,MANI,6
MANI,XBKJ,6
XBKJ,HSB,6
HSB,PIRO,6
PIRO,CRQ,6
CRQ,SRMN,6
SRMN,GQN,6
GQN,UWNR,6
LAV,DVJ,36
LAV,PQD,2
JAT,BLA,9
SOG,SRPR,2
SOG,RMH,18
SOG,BNSR,2
SOG,BDWL,18
SRPR,SBNR,4
SRPR,BNSR,1
SRPR,KYNT,4
SRPR,RSNR,1
SRPR,SRZ,3
SBNR,KYNT,4
SBNR,APH,2
SBNR,RMSR,3
RGH,RXL,4
RGH,MSDH,8
TKP,LAP,6
LAP,MGAE,6
MGAE,SDI,6
SDI,BAA,2
MTND,KDRP,2
KDRP,BDKT,6
BDKT,RCTC,6
RCTC,BNHR,6
BNHR,GRKN,6
GRKN,JSRD,6
JSRD,RHMA,6
RHMA,BDBA,6
BDBA,BGDA,2
BDBA,PRDP,2
BGDA,PRDP,1
SURI,CPLE,19
CPLE,DUJ,20
DUJ,PCR,20
PCR,BMGA,20
BMGA,PAW,20
PAW,UKA,20
UKA,KJME,20
FKA,TQL,1
TQL,LDK,2
LDK,BVW,2
BVW,JBD,2
JBD,JWN,2
JWN,GHS,2
GHS,KRSW,2
KRSW,JTH,2
JTH,DODH,2
DODH,KIQ,2
KIQ,FZP,2
VEN,KRMI,48
KRMI,THVM,48
THVM,PERN,48
PERN,MADR,48
MADR,SWV,47
SWV,ZARP,48
ZARP,KUDL,50
KUDL,SNDD,50
SNDD,KKW,50
KKW,NAN,50
NAN,VBW,50
VBW,RAJP,50
RAJP,VID,50
VID,ADVI,50
ADVI,NIV,50
NIV,RN,50
RN,BOKE,51
BOKE,UKC,52
UKC,SGR,52
SGR,AVRD,52
AVRD,SVX,52
SVX,KMAH,52
KMAH,CHI,52
CHI,ANO,52
ANO,KHED,52
KHED,DWV,52
DWV,VINH,52
VINH,KFD,52
KFD,SAPE,52
SAPE,VEER,52
VEER,GNO,52
GNO,MNI,52
MNI,INP,52
INP,KOL,52
KOL,ROHA,52
ROHA,NIDI,52
NIDI,NGTN,52
NGTN,KASU,52
KASU,PEN,51
KASU,APTA,1
PEN,APTA,45
PEN,RSYI,2
PEN,HMRR,4
APTA,RSYI,50
APTA,HMRR,4
RSYI,SMNE,52
SMNE,PNVL,52
PNVL,KLMC,47
PNVL,KLMG,1
KLMC,NVRD,47
NVRD,TPND,49
NVRD,KLMG,2
TPND,NIIJ,49
NIIJ,DTVL,49
VRH,RKSH,6
VKA,KNG,16
KNG,JNT,16
JNT,BAT,16
BAT,CHN,16
CHN,DHW,16
DHW,SOHL,16
SOHL,JHWR,16
JHWR,GSP,16
GSP,DNN,16
DNN,PMQ,16
PMQ,JK,16
JK,SRM,16
KEP,PRTN,3
KEP,KDHL,6
PRTN,BALI,2
KDHL,BILP,6
BILP,TWV,6
TWV,DB,6
DB,VAN,5
DB,CDD,1
JJJ,MGWD,2
MGWD,SQJ,2
SQJ,SNB,2
SNB,GSR,2
GSR,NSS,2
NSS,RHU,4
NSS,KYY,2
KYY,KHHJ,2
KHHJ,BXB,2
BXB,MXP,2
MXP,BHM,2
BHM,KASH,2
KASH,MYE,2
JYG,KRHA,1
SKGH,LUSA,18
LUSA,KHRY,18
LUSA,RBGJ,1
KHRY,RBGJ,18
RBGJ,CUK,18
RBGJ,AGY,1
CUK,AGY,18
AGY,CPU,17
CPU,BXLL,33
CPU,RNQ,1
CPU,OBR,1
BXLL,RNQ,20
BXLL,OBR,18
RNQ,JRQ,19
RNQ,DXN,2
JRQ,DXN,19
DXN,MXY,21
MXY,WDM,21
WDM,NUQ,19
NUQ,RMF,19
RMF,MQX,21
MQX,GHQ,21
GBX,PKF,4
GBX,KRRA,2
GBX,BKPR,2
PKF,BANO,6
PKF,BKPR,2
PKF,PKC,2
BANO,ORGA,4
BANO,NXN,4
BANO,MCZ,2
BANO,KNRN,2
ORGA,PBB,2
ORGA,NXN,4
VAN,AMLP,6
AMLP,SAK,5
AMLP,CCP,1
SAK,CCP,5
CCP,JJW,6
JJW,BDE,6
BDE,JBU,4
JBU,SSKL,4
SSKL,PAVI,4
PAVI,TJH,4
TJH,PQT,4
PQT,CTD,2
FRDH,DDNA,2
KCT,GNGL,2
VLR,VT,6
VLR,ARV,4
BBY,SAC,8
SAC,MLAR,8
MLAR,RAKL,16
RAKL,NNE,8
NNE,RYT,8
RYT,GOA,8
GOA,SCN,8
SCN,SONI,8
SONI,AXK,8
AXK,AAH,8
AAH,BIX,4
RMH,AMPR,19
AMPR,PGK,19
PGK,DBI,19
NAWN,MNSR,17
MNSR,SGRA,17
SGRA,DABN,17
DABN,BMK,17
BMK,MBY,17
MBY,PTRL,17
PTRL,BWB,17
BWB,SGF,17
SGF,GSW,17
BMBE,BOKR,14
BOKR,DVN,14
DVN,HDGR,14
HDGR,HEM,14
HEM,JXN,14
JXN,SHSK,14
SHSK,MHMB,14
MHMB,DHNR,14
DHNR,BHBK,14
BHBK,KNVT,14
KNVT,ABX,14
ABX,KSAE,14
KSAE,TLMG,14
TLMG,UMM,14
UMM,ADB,10
ADB,PMKT,4
ADB,LNT,2
PMKT,KAYR,2
PMKT,LNT,2
KAYR,WANI,6
KAYR,LNT,4
KDT,VPL,29
VPL,GPU,29
MCLA,RCA,3
BSGD,DPA,46
DPA,SNGN,46
SNGN,SAS,46
SAS,CKS,46
CKS,CHNN,46
CHNN,BNLW,46
BNLW,SRAS,46
SRAS,ISA,46
ISA,SURL,46
SURL,CKB,46
CKB,DPZ,46
CBP,NDY,1
NDY,VTE,2
VTE,AVT,2
AVT,DHL,2
DHL,DJL,3
DJL,TLS,4
FTD,LOD,8
FTD,OSRA,14
PJLE,MDVB,6
MDVB,MDLE,3
JBB,GRHM,6
GRHM,PCC,6
PCC,SDHR,2
PCC,VLDR,4
SDHR,GTWD,2
GTWD,KODR,1
ORC,BWR,22
BWR,NEW,22
NEW,TKA,21
NEW,MGRR,1
TKA,RNRD,22
TKA,MGRR,1
RNRD,MRPR,22
MRPR,RORA,22
RORA,HPP,22
HPP,GTI,22
GTI,BTX,22
BTX,KLAR,22
KLAR,CRC,22
CIK,IK,33
IK,NHB,33
HK,PPEA,33
PPEA,NBI,33
NBI,TBL,33
TBL,KL,33
KL,DTF,33
DTF,GOS,33
GOS,MURD,33
MURD,BUDA,33
BUDA,KPO,33
KPO,BJRA,33
BJRA,BW,33
BW,SHGN,33
RMJK,UHP,6
RMJK,MNWL,12
MNWL,SGRR,12
SGRR,BLA,12
BBJ,NPR,4
BXQ,LPG,30
LPG,RGL,30
RGL,SSN,18
SSN,SBPY,8
HKG,GBQ,32
GBQ,ATS,32
ATS,BRGA,32
BRGA,BRPL,30
BRGA,DJX,1
BRGA,BLGR,1
BRPL,DJX,30
DJX,KHPL,31
KHPL,LSX,31
LSX,BNRD,31
BNRD,BLGR,30
BLGR,DFR,30
DFR,SFC,30
SFC,BUDM,30
BUDM,SFK,30
OBR,PPKD,18
OBR,MWF,1
PPKD,MWF,18
MWF,KDRD,18
MWF,MCQ,1
KDRD,MCQ,18
MCQ,KRLR,19
KRLR,SGRL,15
SGRL,MHDA,7
SGRL,BRGW,1
SGRL,ANPR,4
MHDA,BRGW,6
MHDA,GNDI,1
BRGW,DRGM,5
BRGW,GAJB,1
BRGW,MZHL,2
BRGW,GNDI,1
DRGM,GAJB,7
DRGM,MZHL,2
GAJB,SGAM,8
SGAM,SSGJ,7
SGAM,BSDL,1
SSGJ,BSDL,7
BSDL,NWB,8
NWB,SKBR,7
NWB,MWJ,1
SKBR,MWJ,7
MWJ,JOBA,8
JOBA,KNC,6
JOBA,BARD,2
KNC,BARD,6
BARD,BEHR,8
BEHR,CTJ,8
CTJ,BBAR,4
CTJ,VST,4
BBAR,VST,4
VST,DMYA,7
VST,MFQ,1
DMYA,MFQ,7
MFQ,KHBJ,8
KHBJ,PWK,7
KHBJ,SLHA,1
PWK,SLHA,7
SLHA,LEK,4
SLHA,KTKD,4
LEK,KTKD,4
BHUJ,KEMA,6
KEMA,RUT,12
RUT,AJE,12
AJE,AI,12
AI,GIMB,12
GIMB,BMSB,19
BMSB,BCOB,24
BMSB,VONB,1
BCOB,VONB,25
VONB,SIOB,26
SIOB,MALB,18
SIOB,LKZ,8
MALB,DVY,16
MALB,DAC,2
DVY,HVD,16
HVD,DHG,16
DHG,JTX,16
JTX,BAJN,16
BAJN,JN,16
LPH,SWR,50
SWR,TUX,50
TUX,GOL,50
GOL,MXW,50
MXW,DRWN,46
MXW,PST,4
DRWN,PST,41
DRWN,MOU,5
PST,MOU,45
MOU,JRA,50
JRA,BUL,50
BUL,BZR,50
PPO,KLG,73
KLG,KXN,73
KXN,GP,73
GP,SXN,73
SXN,SOGR,73
SOGR,GPH,73
GPH,TGM,73
TGM,BMB,73
BMB,DIH,73
DIH,BEH,73
BEH,PNPL,73
PNPL,DTV,73
CMJ,AP,14
AP,KDO,14
KDO,TXM,14
TXM,SJPM,14
SJPM,NTW,12
NTW,CGHD,10
CGHD,NBU,10
NBU,BDV,10
BDV,KVE,10
KVE,KRNU,10
KRNU,BDGP,10
BDGP,CMNR,5
MHV,MQZ,4
MQZ,AVL,8
AVL,SJF,8
SJF,DGJ,8
DGJ,RLA,8
RLA,VVV,6
RLA,RJU,1
BUP,RPUR,68
BUP,KPRD,9
RPUR,GNNA,43
RPUR,KPRD,1
GNNA,SGG,49
GNNA,NAT,2
GNNA,KRPA,6
GNNA,KPRD,2
SGG,AKN,15
SGG,NAT,29
SGG,MVV,7
SGG,KPRD,2
AKN,NAT,6
AKN,MVV,7
AKN,MPY,8
PTP,KKD,10
KKD,CRL,10
CRL,MKT,10
MKT,BWW,10
BWW,OM,10
OM,SWD,10
SWD,NKR,10
NKR,KTKH,10
KTKH,ATR,10
ATR,ANI,10
MRDD,GUX,8
GUX,AMX,8
AMX,TTZ,8
TTZ,DBKA,8
DBKA,DGT,8
DGT,WND,8
WND,HKR,8
HKR,ABZ,8
ABZ,AKOT,8
AKOT,PTZ,8
PTZ,UGWE,8
MHP,TQR,9
TQR,KML,9
KML,MRTA,9
MRTA,DBLI,9
DBLI,JGA,9
JGA,CNX,9
CNX,JNR,9
JNR,AWPR,9
AWPR,BJT,9
BJT,PSZ,9
PSZ,BHSA,9
BHSA,SMI,7
SMI,RIGA,4
SMI,DUMR,1
RIGA,DAG,4
DAG,BGU,2
JUA,BSY,12
BSY,VNN,12
VNN,WRGN,12
WRGN,MAY,12
MAY,SPPR,12
SPPR,SAF,12
SAF,KJTW,12
PKM,KAY,10
KAY,MTP,5
PHY,SJER,2
DXD,CDSL,13
DXD,BON,1
CDSL,BON,13
BON,ATH,14
ATH,BJK,14
BJK,BAZ,14
BAZ,CJW,14
CJW,POR,3
CJW,ATRU,11
POR,ATRU,3
ATRU,SYL,14
SYL,KOLI,2
SYL,CAG,11
SYL,BLO,1
KOLI,CAG,2
CAG,BLO,13
BLO,MTPC,14
MTPC,DHR,14
DHR,CRKR,13
MHRL,VPH,2
VPH,KHTN,2
KHTN,LKQ,1
LOD,CNN,8
PQS,BLN,10
BLN,DHK,9
BLN,LKF,1
DHK,JDP,9
JDP,BGJT,9
BGJT,GIA,9
GIA,NRPR,9
NRPR,SPR,8
SPR,BDYP,3
SPR,SBGR,4
BDYP,KLKR,3
KLKR,CHT,3
CHT,PLF,3
PLF,GOF,3
GOF,BTPG,3
BTPG,TLX,3
TLX,CG,1
DDC,DGNR,3
DGNR,BBT,3
BBT,BRPK,3
BRPK,NBE,3
NBE,MMG,3
MMG,HHR,3
HHR,BT,3
BT,KBGH,1
LCH,BSKN,3
LCH,KTRD,3
BSKN,KTRD,3
KTRD,GLD,6
KTRD,BHAN,4
KTRD,DNPR,4
GLD,DTJ,6
DTJ,BKD,6
BKD,JKS,6
NAT,MPY,8
SEPR,MNDR,14
MNDR,CPS,14
CPS,ARH,12
CPS,HLDR,2
ARH,HLDR,12
HLDR,KJLU,14
KJLU,BJO,14
BJO,BSKR,14
SWX,DDK,3
KRSL,SKTN,2
KRSL,ANPR,4
EDD,TGL,32
TGL,MKR,32
MKR,MLGT,32
DUMK,JAMA,2
JAMA,BSKH,4
JAMA,MPUR,1
BSKH,CNPI,4
CNPI,GRMA,4
GRMA,MHUR,4
MHUR,DGHR,4
SNKR,RUI,15
RUI,SNTD,15
SNTD,BJE,14
BJE,SDMD,8
BJE,SBW,7
SDMD,PEH,2
SDMD,BCB,6
PEH,SDBH,2
SDBH,RKJE,10
SDBH,SNMY,8
CIV,ZPI,6
ZPI,VMU,6
VMU,PUMU,6
PUMU,BQU,6
BQU,POA,6
POA,RAL,3
DNWH,HIL,5
HIL,EKR,6
EKR,IPR,3
BNSR,SRZ,3
BME,JSA,3
LGH,KNSR,16
LGH,NAL,3
NAL,GJN,6
NAL,KNSR,1
GJN,KLYT,6
KLYT,DTRD,6
DTRD,NKRA,6
NKRA,SIRD,6
SIRD,BAF,6
BAF,MAAR,6
KALI,KXK,10
KXK,NRNR,5
KXK,CXA,5
NRNR,CXA,4
DTQ,SOE,2
DTQ,GIW,4
GIW,KJP,4
KJP,SEX,4
SEX,TKLN,4
TKLN,IKD,4
IKD,SPRA,4
SPRA,BIB,4
BIB,KAKN,4
KAKN,BJPR,4
BJPR,RMPH,4
RMPH,SBL,3
GLGT,MOBD,2
GLGT,NMGY,4
MOBD,RWH,2
MOBD,BLMR,2
MOBD,BBGN,2
RWH,BLMR,4
VKL,ZKV,2
BDWL,RJS,19
RJS,AS,19
AS,MHJ,19
MHJ,MLC,19
MLC,NTZ,19
NTZ,LKS,19
LKS,DLC,19
DLC,DHRR,19
DHRR,JDL,19
JDL,JMS,19
JMS,KNSR,19
OSRA,GPX,14
GPX,PJH,14
PJH,BNG,14
BNG,RNJ,14
RNJ,NGW,14
OTD,RAH,6
RAH,JBS,6
JBS,GVH,6
GVH,BINR,6
BINR,BEDM,6
BEDM,DEEG,6
DEEG,GDO,6
NPS,SDF,4
SDF,BS,4
BS,SDGH,4
SDGH,BIGA,4
BIGA,BGRM,4
BGRM,RJR,4
PCO,SDNR,10
SDNR,TTQ,10
TTQ,SVV,10
SVV,AWT,10
AWT,NZT,10
NZT,KCHV,10
KCHV,KZB,10
KZB,ANY,10
ANY,KZY,10
KZY,TCN,5
GDBR,JHMR,5
JHMR,HNSL,5
HNSL,LTMD,5
LTMD,TUL,5
TUL,SSIA,5
SSIA,TRAN,5
TRAN,ILO,5
MKHI,BRDV,4
BHHZ,NOLI,16
NOLI,NTG,16
NTG,GTRA,16
GTRA,FAP,16
FAP,KEX,16
KEX,SFA,16
SFA,AHQ,16
AHQ,BPM,16
BPM,SUJR,16
SUJR,BADK,10
SUJR,AIH,6
BADK,BTU,16
BADK,AIH,6
BTU,BAOL,16
BAOL,KPKI,16
KPKI,BDHP,16
BDHP,AILM,16
AILM,KQL,15
AILM,SMQL,1
KQL,KZI,15
KZI,GLBN,15
GLBN,SMQL,12
DKBJ,NDH,18
NDH,BHG,18
BHG,COM,18
COM,LHW,18
LHW,GND,18
GND,COD,18
COD,RGS,18
RGS,SNTH,16
RGS,SMPR,8
RGS,KMNP,8
RGS,PLSN,2
SNTH,BOTI,16
BOTI,PLSN,16
PLSN,RNIS,16
PLSN,SIKR,2
