train_number,n_stops,total_distance_km,avg_km_per_stop,n_skip_segments,stations_skipped
18622,86,518.8,6.1,0,0
54251,79,518.2,6.6,0,0
58002,103,517.9,5.1,0,0
53522,70,517.5,7.5,0,0
12672,94,517.4,5.6,0,0
18621,86,517.4,6.1,0,0
15236,91,517.2,5.7,0,0
57271,83,517.1,6.3,0,0
12023,94,517.0,5.6,0,0
11126,38,516.9,14.0,0,0
15235,91,516.2,5.7,0,0
59701,47,516.1,11.2,0,0
23154,82,515.5,6.4,0,0
12024,94,515.4,5.5,0,0
12364,79,515.3,6.6,0,0
15928,65,514.9,8.0,0,0
16788,60,514.2,8.7,0,0
12671,94,512.2,5.5,0,0
56213,77,512.0,6.7,0,0
58527,54,511.7,9.7,0,0
15233,62,511.5,8.4,1,4
16609,59,511.0,8.8,0,0
19025-Slip,77,511.0,6.7,0,0
56319,59,511.0,8.8,0,0
59230,77,510.4,6.7,0,0
12420,73,508.0,7.1,0,0
12004,73,508.0,7.1,0,0
17401-Slip,85,508.0,6.0,0,0
12359,58,507.9,8.9,0,0
14801,46,507.7,11.3,0,0
12419,73,507.6,7.1,0,0
12003,73,507.6,7.1,0,0
18184,82,507.5,6.3,0,0
17404,85,507.2,6.0,0,0
59386,61,506.2,8.4,0,0
13153-Slip,82,505.6,6.2,0,0
15315,46,505.5,11.2,0,0
16610,59,504.7,8.7,0,0
56320,59,504.7,8.7,0,0
15927,65,504.6,7.9,0,0
56910,63,504.5,8.1,0,0
12233,78,503.9,6.5,0,0
04201,78,503.9,6.5,0,0
12229,78,503.9,6.5,0,0
12271,78,503.9,6.5,0,0
56214,77,503.6,6.6,0,0
12528,95,502.2,5.3,0,0
12404,72,501.4,7.1,0,0
14036,80,501.4,6.3,0,0
56909-Slip,63,500.8,8.1,0,0
58528,54,500.7,9.4,0,0
14035,80,499.9,6.3,0,0
51434,62,499.7,8.2,0,0
15007,76,499.4,6.7,0,0
12230,78,498.3,6.5,0,0
04202,78,498.3,6.5,0,0
12272,78,498.3,6.5,0,0
12234,78,498.3,6.5,0,0
53521,68,497.2,7.4,0,0
59385,61,497.2,8.3,0,0
59548,65,497.2,7.8,0,0
15008,77,497.1,6.5,0,0
12403,72,495.9,7.0,0,0
12692,88,494.2,5.7,0,0
03284,79,493.8,6.3,0,0
12527,95,493.7,5.3,0,0
03283,79,493.6,6.3,0,0
59547,65,493.3,7.7,0,0
59832,63,492.5,7.9,0,0
59831,63,492.3,7.9,0,0
13145,93,492.3,5.4,0,0
51433,62,491.6,8.1,0,0
12185,57,490.9,8.8,0,0
18239,69,489.8,7.2,0,0
54806,77,489.6,6.4,0,0
12691,88,488.7,5.6,0,0
11125,38,488.6,13.2,0,0
18183,81,488.6,6.1,0,0
19012,98,488.5,5.0,0,0
09002,98,488.5,5.0,0,0
12902,98,488.5,5.0,0,0
12268,98,488.5,5.0,0,0
12934,98,488.5,5.0,0,0
12010,98,488.5,5.0,0,0
13245,76,488.3,6.5,0,0
54805,77,488.1,6.4,0,0
12901,98,486.8,5.0,0,0
59439,98,486.8,5.0,0,0
59441,98,486.8,5.0,0,0
09001,98,486.8,5.0,0,0
19011,98,486.8,5.0,0,0
12933,98,486.8,5.0,0,0
12267,98,486.8,5.0,0,0
12009,98,486.8,5.0,0,0
12822,101,485.0,4.8,0,0
12838,101,485.0,4.8,0,0
12888,101,485.0,4.8,0,0
12882,101,485.0,4.8,0,0
18410,101,485.0,4.8,0,0
12896,101,485.0,4.8,0,0
12278,101,485.0,4.8,0,0
18604,71,484.1,6.9,0,0
22836,99,483.2,4.9,0,0
12676,90,483.0,5.4,0,0
12674,90,483.0,5.4,0,0
12682,90,483.0,5.4,0,0
12680,90,483.0,5.4,0,0
12679,90,482.2,5.4,0,0
12673,90,482.2,5.4,0,0
12675,90,482.2,5.4,0,0
12681,90,482.2,5.4,0,0
12887,101,481.3,4.8,0,0
12821,101,481.3,4.8,0,0
12277,101,481.3,4.8,0,0
12837,101,481.3,4.8,0,0
12895,101,481.3,4.8,0,0
12881,101,481.3,4.8,0,0
18409,101,481.3,4.8,0,0
59440,81,481.3,6.0,0,0
12243,88,479.2,5.5,0,0
17640,62,479.1,7.9,0,0
22835,99,478.8,4.9,0,0
12244,87,478.3,5.6,0,0
19144,90,478.1,5.4,0,0
59821,38,477.5,12.9,0,0
14712,68,477.3,7.1,0,0
11012,94,477.2,5.1,0,0
11024,94,477.2,5.1,0,0
11030,94,477.2,5.1,0,0
12008,89,477.0,5.4,0,0
22681,90,477.0,5.4,0,0
22682,90,476.8,5.4,0,0
12007,89,476.8,5.4,0,0
16222,89,476.8,5.4,0,0
19143,90,475.9,5.3,0,0
16221,89,475.8,5.4,0,0
12456,70,474.8,6.9,0,0
14711,68,474.0,7.1,0,0
12726,66,473.6,7.3,0,0
59822,38,473.4,12.8,0,0
11011,94,471.6,5.1,0,0
11029,94,471.6,5.1,0,0
11023,94,471.6,5.1,0,0
15316,46,471.1,10.5,0,0
12725,66,470.2,7.2,0,0
12455,70,469.2,6.8,0,0
52973,43,468.8,11.2,0,0
52975,43,468.8,11.2,0,0
19226,68,466.5,7.0,0,0
13416,60,466.5,7.9,0,0
11064,57,464.6,8.3,0,0
17639,61,463.6,7.7,0,0
58118,63,463.0,7.5,0,0
13146,93,462.6,5.0,0,0
52976,43,461.7,11.0,0,0
52974,43,461.7,11.0,0,0
15723,63,460.7,7.4,0,0
14632,65,460.6,7.2,0,0
58117,63,460.5,7.4,0,0
11004,56,460.3,8.4,0,0
18618,78,459.7,6.0,0,0
15724,63,458.7,7.4,0,0
06617,88,457.8,5.3,0,0
18617,78,457.7,5.9,0,0
12498,68,457.5,6.8,0,0
12014,68,457.5,6.8,0,0
12460,68,457.5,6.8,0,0
12032,68,457.5,6.8,0,0
12030,68,457.5,6.8,0,0
06618,88,457.3,5.3,0,0
54824,42,457.3,11.2,0,0
17401,72,455.8,6.4,0,0
19658,50,455.1,9.3,0,0
19657,50,454.7,9.3,0,0
17301,46,454.4,10.1,0,0
56516,62,454.2,7.4,0,0
56912,62,454.2,7.4,0,0
56914,62,454.2,7.4,0,0
12080,62,454.2,7.4,0,0
14307,64,453.8,7.2,0,0
12758,64,452.5,7.2,0,0
08114,59,452.2,7.8,0,0
58114,59,452.2,7.8,0,0
12757,64,451.3,7.2,0,0
14308,64,451.2,7.2,0,0
11003,56,451.1,8.2,0,0
54804,64,451.0,7.2,0,0
17402,72,450.7,6.3,0,0
58113,58,450.5,7.9,0,0
08113,59,450.5,7.8,0,0
12538,61,450.4,7.5,0,0
54803,64,449.1,7.1,0,0
12459,68,448.8,6.7,0,0
12029,68,448.8,6.7,0,0
12031,68,448.8,6.7,0,0
12497,68,448.8,6.7,0,0
12013,68,448.8,6.7,0,0
17302,46,448.0,10.0,0,0
13072,77,447.8,5.9,0,0
12059,55,447.5,8.3,0,0
12209,64,447.4,7.1,0,0
15310,50,447.3,9.1,0,0
12537,61,447.0,7.5,0,0
15309,50,446.7,9.1,0,0
59802,50,446.2,9.1,0,0
12060,55,445.6,8.3,0,0
16612,52,445.4,8.7,0,0
17057-Slip,72,444.4,6.3,0,0
16611,52,443.7,8.7,0,0
12198,35,443.4,13.0,0,0
14682,62,443.0,7.3,0,0
13071,77,443.0,5.8,0,0
17255,70,442.4,6.4,0,0
56913,62,441.9,7.2,0,0
12079,62,441.9,7.2,0,0
56909,62,441.9,7.2,0,0
51614,46,441.8,9.8,0,0
56515,61,441.4,7.4,0,0
54823,37,440.8,12.2,0,0
12458,47,440.7,9.6,0,0
22471,47,440.7,9.6,0,0
53049,80,440.5,5.6,0,0
53050,80,440.2,5.6,0,0
54471,45,439.9,10.0,0,0
14681,62,439.4,7.2,0,0
18242,59,438.7,7.6,0,0
54076,63,437.8,7.1,0,0
57129,73,437.7,6.1,0,0
12033,60,436.2,7.4,0,0
12451,60,436.2,7.4,0,0
18241,59,435.7,7.5,0,0
12016,70,435.5,6.3,0,0
17256,70,435.0,6.3,0,0
23112,60,434.8,7.4,0,0
54075,63,434.4,7.0,0,0
12452,60,433.6,7.3,0,0
12034,60,433.6,7.3,0,0
12015,70,432.3,6.3,0,0
12116,86,431.3,5.1,0,0
50106,45,430.9,9.8,0,0
18614,49,430.3,9.0,0,0
18624,54,429.9,8.1,0,0
51751,48,429.6,9.1,0,0
18623,54,428.4,8.1,0,0
13156,61,428.3,7.1,0,0
18613,49,427.8,8.9,0,0
58012,75,427.6,5.8,0,0
15234,62,427.3,7.0,0,0
12115,87,427.0,5.0,0,0
18411,62,426.5,7.0,0,0
18412,62,426.3,7.0,0,0
53361,59,426.1,7.3,0,0
16176,97,426.0,4.4,0,0
57136,48,426.0,9.1,0,0
18625,53,425.9,8.2,0,0
12078,71,425.1,6.1,0,0
12711,71,425.1,6.1,0,0
19801,36,424.8,12.1,0,0
12074,88,424.4,4.9,0,0
51752,47,423.7,9.2,0,0
18626,53,423.7,8.1,0,0
12073,88,423.6,4.9,0,0
54377,59,423.5,7.3,0,0
12197,35,423.2,12.4,0,0
16175,97,423.1,4.4,0,0
51034,82,422.9,5.2,0,0
12712,71,422.3,6.0,0,0
12077,71,422.3,6.0,0,0
50105,45,422.2,9.6,0,0
54378,58,420.8,7.4,0,0
57130,64,420.8,6.7,0,0
53362,59,420.7,7.3,0,0
54784,47,420.4,9.1,0,0
12365,51,419.5,8.4,0,0
15769,53,419.4,8.1,0,0
58011,75,419.3,5.7,0,0
21108,45,419.2,9.5,0,0
12482,65,418.1,6.5,0,0
12366,51,417.8,8.4,0,0
22472,47,417.8,9.1,0,0
12457,47,417.8,9.1,0,0
24034,62,417.6,6.8,0,0
12054,59,416.8,7.2,0,0
54461,57,416.6,7.4,0,0
19120,55,416.3,7.7,0,0
21107,45,415.8,9.5,0,0
51674,45,415.8,9.4,0,0
13154,69,415.7,6.1,0,0
17050,57,415.2,7.4,0,0
51673,45,414.7,9.4,0,0
54751,44,414.6,9.6,0,0
51154,71,414.4,5.9,0,0
17049,57,414.3,7.4,0,0
54752,44,414.2,9.6,0,0
24033,62,414.2,6.8,0,0
19802,36,413.8,11.8,0,0
53403,49,413.4,8.6,0,0
59504,50,413.3,8.4,0,0
58000,76,412.5,5.5,0,0
54783,45,412.0,9.4,0,0
16178,87,412.0,4.8,0,0
12481,65,412.0,6.4,0,0
19222,54,411.9,7.8,0,0
13153,69,411.3,6.0,0,0
06621,57,411.2,7.3,0,0
12053,59,410.3,7.1,0,0
59503,50,410.2,8.4,0,0
16177,87,410.2,4.8,0,0
06622,57,409.8,7.3,0,0
51033,82,408.9,5.0,0,0
19119,54,408.7,7.7,0,0
19221,54,408.7,7.7,0,0
15770,53,408.1,7.8,0,0
53343,48,407.9,8.7,0,0
53344,48,407.8,8.7,0,0
59441-Slip,79,407.6,5.2,0,0
13161,49,407.2,8.5,1,4
59341,38,406.9,11.0,0,0
51028,81,406.7,5.1,0,0
59342,43,406.5,9.7,0,0
12020,79,405.3,5.2,0,0
18628,79,405.3,5.2,0,0
18627,79,405.1,5.2,0,0
12019,79,405.1,5.2,0,0
51157,37,404.7,11.2,0,0
17687,44,403.8,9.4,0,0
58839,53,403.6,7.8,0,0
51425,49,403.2,8.4,0,0
51153,71,403.0,5.8,0,0
18105,52,402.7,7.9,0,0
15109,66,400.0,6.2,0,0
18106,52,399.9,7.8,0,0
17688,44,399.3,9.3,0,0
15110,66,399.1,6.1,0,0
57548,53,397.9,7.7,0,0
57140,35,397.2,11.7,0,0
51426,49,396.8,8.3,0,0
11266,46,396.7,8.8,0,0
11265,46,396.6,8.8,0,0
12070,55,396.2,7.3,0,0
12855,55,395.8,7.3,0,0
51027,81,393.6,4.9,0,0
12856,55,393.3,7.3,0,0
18240,55,393.3,7.3,0,0
12069,55,392.1,7.3,0,0
14732,59,392.0,6.8,0,0
14731,59,392.0,6.8,0,0
16854,87,391.3,4.5,0,0
12279,47,391.0,8.5,0,0
16853,87,390.4,4.5,0,0
12928,79,388.6,5.0,0,0
57547,53,387.3,7.4,0,0
12927,79,387.0,5.0,0,0
16670,75,385.2,5.2,0,0
56324,69,384.9,5.7,0,0
52255,45,384.6,8.7,0,0
12082,77,384.4,5.1,0,0
56323,69,384.2,5.6,0,0
16180,85,383.7,4.6,0,0
12081,77,383.6,5.0,0,0
12280,47,383.6,8.3,0,0
13415,60,383.2,6.5,0,0
12022,68,383.1,5.7,0,0
12790,43,382.8,9.1,0,0
16669,75,382.6,5.2,0,0
12789,43,382.3,9.1,0,0
54334,48,382.1,8.1,0,0
15606,54,381.7,7.2,0,0
51285,43,381.3,9.1,0,0
54642,56,379.8,6.9,0,0
18623-Slip,49,379.4,7.9,0,0
28624,49,379.0,7.9,0,0
14887-Slip,49,377.5,7.9,0,0
12021,68,377.3,5.6,0,0
12196,54,376.2,7.1,0,0
59393,50,375.6,7.7,0,0
54333,48,375.4,8.0,0,0
58840,53,375.2,7.2,0,0
15605,54,374.6,7.1,0,0
12076,78,374.4,4.9,0,0
12075,78,373.7,4.9,0,0
12195,54,373.6,7.0,0,0
16179,85,373.6,4.4,0,0
51819,40,372.7,9.6,0,0
54702,37,372.3,10.3,0,0
12893,40,372.2,9.5,1,2
51286,43,372.0,8.9,0,0
12894,40,372.0,9.5,1,2
54641,59,371.8,6.4,0,0
59050,72,371.7,5.2,0,0
13008-Slip,49,371.7,7.7,0,0
54809,40,371.6,9.5,0,0
17201,48,371.4,7.9,0,0
59394,50,371.3,7.6,0,0
59049,72,371.0,5.2,0,0
17239,63,371.0,6.0,0,0
17240,65,370.6,5.8,0,0
54810,40,370.0,9.5,0,0
51820,40,369.0,9.5,0,0
11063-Slip,61,368.8,6.1,0,0
17202,48,368.0,7.8,0,0
15014,38,367.8,9.9,0,0
12705,46,367.4,8.2,0,0
12058,54,367.4,6.9,0,0
51754,39,365.5,9.6,0,0
57640,54,365.3,6.9,0,0
57124,43,365.3,8.7,0,0
12706,46,364.0,8.1,0,0
57639,54,363.9,6.9,0,0
58501,49,363.8,7.6,0,0
15718,49,363.1,7.6,0,0
57229,68,362.9,5.4,0,0
57230,68,362.8,5.4,0,0
14554,55,362.6,6.7,0,0
19653,40,362.4,9.3,0,0
16350,73,362.2,5.0,0,0
51753,40,361.3,9.3,0,0
12360,58,361.3,6.3,0,0
12467,40,360.9,9.3,0,0
58418,59,360.4,6.2,0,0
58417,59,360.3,6.2,0,0
12057,54,359.9,6.8,0,0
51828,44,359.6,8.4,0,0
58421,73,359.3,5.0,0,0
13331,60,359.1,6.1,0,0
51827,44,358.9,8.3,0,0
12468,40,358.8,9.2,0,0
12067,50,358.7,7.3,0,0
59702,47,358.4,7.8,0,0
59722,47,358.4,7.8,0,0
28242,50,358.0,7.3,0,0
58014,67,358.0,5.4,0,0
15307,37,357.8,9.9,0,0
12068,50,356.5,7.3,0,0
13332,60,356.3,6.0,0,0
14553,55,356.1,6.6,0,0
15717,49,356.0,7.4,0,0
13506,50,355.6,7.3,0,0
13466,82,355.4,4.4,0,0
19654,40,354.8,9.1,0,0
16349,73,354.5,4.9,0,0
15695,46,354.5,7.9,0,0
15308,37,354.4,9.8,0,0
56903,50,353.3,7.2,0,0
59721,47,353.1,7.7,0,0
56904,50,352.4,7.2,0,0
13465,82,351.8,4.3,0,0
57134,43,351.7,8.4,0,0
15696,46,351.3,7.8,0,0
55209,49,351.2,7.3,0,0
57476,34,350.6,10.6,0,0
12291,70,349.6,5.1,0,0
12083,65,349.2,5.5,0,0
12292,70,349.0,5.1,0,0
54602,48,348.4,7.4,0,0
57133,43,348.3,8.3,0,0
12084,65,348.0,5.4,0,0
12866,65,347.6,5.4,0,0
17234,40,347.5,8.9,0,0
51116,59,347.1,6.0,0,0
16344,70,345.8,5.0,0,0
56700,54,345.8,6.5,0,0
11057-Slip,59,345.4,6.0,0,0
12640,69,345.2,5.1,0,0
12610,69,345.2,5.1,0,0
12658,69,345.2,5.1,0,0
12608,69,345.2,5.1,0,0
12028,69,345.2,5.1,0,0
59076,50,345.0,7.0,0,0
57426,53,344.9,6.6,0,0
16343,70,344.9,5.0,0,0
18241-Slip,50,344.6,7.0,0,0
17233,40,344.2,8.8,0,0
12072,58,343.9,6.0,0,0
14042,47,343.6,7.5,0,0
12607,69,343.3,5.0,0,0
12639,69,343.3,5.0,0,0
12657,69,343.3,5.0,0,0
12027,69,343.3,5.0,0,0
12609,69,343.3,5.0,0,0
12865,65,343.2,5.4,0,0
52415,21,343.2,17.2,0,0
56701,54,342.8,6.5,0,0
54601,48,342.7,7.3,0,0
24227,48,342.4,7.3,0,0
57475,34,341.7,10.4,0,0
24228,48,341.2,7.3,0,0
12718,59,340.0,5.9,0,0
57225,59,340.0,5.9,0,0
11063,57,339.2,6.1,0,0
56825,35,339.0,10.0,0,0
12717,59,338.5,5.8,0,0
57226,58,337.8,5.9,0,0
59075,50,336.8,6.9,0,0
14041,47,336.5,7.3,0,0
12713,42,336.3,8.2,0,0
51606,40,334.7,8.6,0,0
22610,63,334.5,5.4,0,0
57425,48,334.0,7.1,0,0
56826,35,333.4,9.8,0,0
57659,59,333.2,5.7,0,0
56906,46,333.0,7.4,0,0
11424,46,333.0,7.4,0,0
12748,49,332.9,6.9,0,0
13012,68,332.9,5.0,0,0
12714,42,332.7,8.1,0,0
12071,58,332.5,5.8,0,0
14520,40,332.1,8.5,0,0
12929,56,331.9,6.0,0,0
13162,49,331.1,6.9,0,0
57542,34,330.6,10.0,0,0
22609,63,330.6,5.3,0,0
58006,59,329.9,5.7,0,0
11423,46,329.7,7.3,0,0
56905,46,329.7,7.3,0,0
53061,50,329.4,6.7,0,0
12747,49,329.3,6.9,0,0
13011,68,329.3,4.9,0,0
12930,56,327.9,6.0,0,0
12884,62,327.9,5.4,0,0
12064,45,326.7,7.4,0,0
12180,47,326.7,7.1,0,0
12179,47,326.3,7.1,0,0
51824,54,326.1,6.2,0,0
18615,9,326.0,40.7,0,0
59813,43,325.9,7.8,0,0
12606,69,325.7,4.8,0,0
59014,46,325.6,7.2,0,0
59078,46,325.6,7.2,0,0
11025,53,325.5,6.3,0,0
55042,33,325.5,10.2,0,0
51823,54,325.0,6.1,0,0
12605,69,324.9,4.8,0,0
58005,59,324.9,5.6,0,0
18304,45,324.8,7.4,0,0
18417,43,324.7,7.7,0,0
57620,47,324.3,7.1,0,0
55901,48,323.4,6.9,0,0
51671,36,323.1,9.2,0,0
12883,62,323.0,5.3,0,0
16205,25,323.0,13.5,0,0
12038,52,321.8,6.3,0,0
18418,44,321.5,7.5,0,0
56705,42,321.4,7.8,0,0
12063,45,321.3,7.3,0,0
55902,48,320.8,6.8,0,0
59814,42,320.7,7.8,0,0
18303,45,320.5,7.3,0,0
57652,42,320.3,7.8,0,0
51884,28,320.3,11.9,0,0
57619,42,320.3,7.8,0,0
57651,42,320.2,7.8,0,0
16307,67,320.1,4.8,0,0
16308,67,319.6,4.8,0,0
58026,43,319.6,7.6,0,0
57563,61,319.3,5.3,0,0
53004,80,319.1,4.0,0,0
14519,40,318.8,8.2,0,0
14214,33,318.2,9.9,0,0
58025,44,318.1,7.4,0,0
12544,43,318.1,7.6,0,0
12543,43,317.9,7.6,0,0
51672,36,317.8,9.1,0,0
59077,46,317.4,7.1,0,0
59013,46,317.4,7.1,0,0
11026,53,317.0,6.1,0,0
25014,39,315.9,8.3,0,0
13330,38,315.7,8.5,0,0
12037,52,315.6,6.2,0,0
53003,80,315.5,4.0,0,0
53062,51,315.4,6.3,0,0
13320,48,315.1,6.7,0,0
54757,42,315.1,7.7,0,0
14525,42,315.1,7.7,0,0
57626,35,315.0,9.3,0,0
12751,35,315.0,9.3,0,0
57541,31,314.9,10.5,0,0
14120,42,314.9,7.7,0,0
14526,42,314.8,7.7,0,0
54758,42,314.8,7.7,0,0
14213,33,314.8,9.8,0,0
54304,46,314.8,7.0,0,0
57327,35,314.7,9.3,0,0
52228,33,314.7,9.8,0,0
12828,60,314.6,5.3,0,0
12061,34,314.2,9.5,0,0
12529,34,314.2,9.5,0,0
13329,38,313.3,8.5,0,0
13502,51,312.7,6.3,0,0
15771,36,312.7,8.9,0,0
15743,36,312.7,8.9,0,0
14119,42,312.3,7.6,0,0
53140,52,312.2,6.1,0,0
13319,48,311.8,6.6,0,0
15313,34,311.6,9.4,0,0
23111,45,311.2,7.1,0,0
15314,34,311.2,9.4,0,0
55326,49,311.0,6.5,0,0
50104,47,310.9,6.8,0,0
13501,51,310.7,6.2,0,0
14890,29,310.6,11.1,0,0
12062,34,310.1,9.4,0,0
12530,34,310.1,9.4,0,0
12827,60,309.7,5.2,0,0
53139,52,309.0,6.1,0,0
17050-Slip,35,308.7,9.1,0,0
57625,35,308.7,9.1,0,0
12752,35,308.7,9.1,0,0
52927,34,308.5,9.3,0,0
16206,25,308.4,12.8,0,0
15308-Slip,33,308.2,9.6,0,0
57328,35,308.1,9.1,0,0
51158,37,307.4,8.5,0,0
55325,55,307.0,5.7,0,0
51611,31,306.9,10.2,0,0
14701,20,306.9,16.2,0,0
50103,47,306.5,6.7,0,0
13111-Slip,59,306.0,5.3,0,0
19943,27,305.9,11.8,0,0
12018,48,305.4,6.5,0,0
56706,42,305.1,7.4,0,0
14889,29,305.0,10.9,0,0
51883,28,304.4,11.3,0,0
57123,38,304.1,8.2,0,0
56641,30,303.7,10.5,0,0
12886,55,303.4,5.6,0,0
56640,30,303.1,10.5,0,0
12132,49,302.8,6.3,0,0
52928,34,302.0,9.2,0,0
51118,36,300.3,8.6,0,0
54078,46,300.2,6.7,0,0
14556,45,300.2,6.8,0,0
16301,62,299.9,4.9,0,0
51676,35,299.8,8.8,0,0
14555,44,299.3,7.0,0,0
18302,27,299.3,11.5,0,0
54077,46,299.3,6.7,0,0
16302,62,299.1,4.9,0,0
09721,49,299.1,6.2,0,0
12885,56,298.9,5.4,0,0
15772,36,298.4,8.5,0,0
12017,48,298.0,6.3,0,0
14703,19,297.4,16.5,0,0
54701,29,297.2,10.6,0,0
19944,26,297.1,11.9,0,0
51117,37,296.7,8.2,0,0
51410,40,296.3,7.6,0,0
53136,52,296.2,5.8,0,0
13188,52,296.2,5.8,0,0
55029,40,296.0,7.6,0,0
55207,40,296.0,7.6,0,0
51675,35,295.9,8.7,0,0
18301,27,295.8,11.4,0,0
51813,37,295.7,8.2,0,0
11109,37,295.7,8.2,0,0
55745,41,295.7,7.4,0,0
09722,49,295.3,6.2,0,0
51198,33,294.7,9.2,0,0
11052,36,294.6,8.4,0,0
12206,47,294.6,6.4,0,0
12056,47,294.6,6.4,0,0
19109,55,294.4,5.5,0,0
18416,49,294.2,6.1,0,0
13235,49,294.2,6.1,0,0
14702,20,293.8,15.5,0,0
51197,33,293.5,9.2,0,0
18415,49,293.4,6.1,0,0
11051,36,293.3,8.4,0,0
13187,52,292.9,5.7,0,0
53135,52,292.9,5.7,0,0
54472,45,292.5,6.6,0,0
51409,40,291.9,7.5,0,0
54822,34,290.9,8.8,0,0
54781,27,290.3,11.2,0,0
55030,40,290.2,7.4,0,0
57264,55,290.2,5.4,0,0
14704,19,289.9,16.1,0,0
13236,50,289.5,5.9,0,0
53358,43,289.5,6.9,0,0
13504,47,289.4,6.3,0,0
12131,49,289.2,6.0,0,0
54256,41,289.0,7.2,0,0
51402,34,288.7,8.7,0,0
13503,47,287.7,6.3,0,0
55746,40,287.6,7.4,0,0
12055,47,287.1,6.2,0,0
12205,47,287.1,6.2,0,0
57223,45,286.6,6.5,0,0
57277,45,286.6,6.5,0,0
19152,18,286.2,16.8,0,0
56848,47,286.0,6.2,0,0
15763,44,285.9,6.6,0,0
57265,55,285.8,5.3,0,0
54255,38,285.7,7.7,0,0
14203,40,285.4,7.3,0,0
58205,40,285.2,7.3,0,0
58206,40,285.1,7.3,0,0
59603,33,284.7,8.9,0,0
12992,33,284.7,8.9,0,0
56847,47,284.5,6.2,0,0
54782,27,283.5,10.9,0,0
51612,28,283.4,10.5,0,0
12991,33,282.8,8.8,0,0
59604,33,282.8,8.8,0,0
14796,32,282.5,9.1,0,0
14096-Slip,32,282.5,9.1,0,0
16341,60,282.3,4.8,0,0
54819,21,282.1,14.1,0,0
14809,23,282.1,12.8,0,0
57224,45,282.0,6.4,0,0
17036,34,281.7,8.5,0,0
54110,34,281.5,8.5,0,0
58003,60,281.3,4.8,0,0
51814,37,281.2,7.8,0,0
11110,37,281.2,7.8,0,0
15764,44,279.9,6.5,0,0
54821,32,279.5,9.0,0,0
56273,34,279.4,8.5,0,0
56274,34,279.3,8.5,0,0
51401,34,279.3,8.5,0,0
13107,35,279.1,8.2,0,0
13110,35,279.1,8.2,0,0
14204,40,279.0,7.2,0,0
83112,45,278.9,6.3,0,0
19151,18,278.8,16.4,0,0
15035,38,278.7,7.5,0,0
15013,38,278.7,7.5,0,0
53046,56,278.4,5.1,0,0
15036,38,278.1,7.5,0,0
02084,20,278.0,14.6,0,0
15713,42,276.5,6.7,0,0
57553,33,276.5,8.6,0,0
58016,54,276.4,5.2,0,0
57554,33,276.1,8.6,0,0
53045,56,275.9,5.0,0,0
13027,59,275.6,4.8,0,0
13017,59,275.6,4.8,0,0
57540,31,275.0,9.2,0,0
24042,32,274.9,8.9,0,0
56261,37,274.8,7.6,0,0
14011,37,274.6,7.6,0,0
17035,34,274.5,8.3,0,0
57474,58,274.2,4.8,0,0
57235,48,273.9,5.8,0,0
13018,58,273.5,4.8,0,0
13028,59,273.5,4.7,0,0
14795,32,273.0,8.8,0,0
54109,34,272.6,8.3,0,0
57539,31,271.2,9.0,0,0
58015,54,271.1,5.1,0,0
56262,37,270.9,7.5,0,0
14012,37,270.9,7.5,0,0
58604,44,270.5,6.3,0,0
16342,60,270.3,4.6,0,0
14228,35,269.8,7.9,0,0
57564,54,269.8,5.1,0,0
12531,44,269.7,6.3,0,0
14210,37,269.6,7.5,0,0
58603,43,268.7,6.4,0,0
54792,30,268.4,9.3,0,0
54820,22,267.0,12.7,0,0
14810,23,267.0,12.1,0,0
12532,44,266.8,6.2,0,0
22162,33,266.7,8.3,0,0
14315,45,266.6,6.1,0,0
14209,37,266.1,7.4,0,0
16314,55,266.1,4.9,0,0
16306,55,266.1,4.9,0,0
59806,29,266.1,9.5,0,0
56041,41,266.0,6.7,0,0
22161,33,266.0,8.3,0,0
54540,44,265.9,6.2,0,0
14227,35,265.9,7.8,0,0
14316,45,265.5,6.0,0,0
55753,30,265.4,9.2,0,0
16305,55,265.1,4.9,0,0
16313,55,265.1,4.9,0,0
57218,44,265.0,6.2,0,0
13225,47,264.5,5.7,0,0
13318,58,264.4,4.6,0,0
58868,25,264.4,11.0,0,0
56042,41,264.2,6.6,0,0
16227,40,264.1,6.8,0,0
16201,40,264.1,6.8,0,0
56227,40,264.1,6.8,0,0
19303,36,264.0,7.5,0,0
56228,40,263.4,6.8,0,0
56918,40,263.4,6.8,0,0
16202,40,263.4,6.8,0,0
16228,40,263.4,6.8,0,0
13317,58,263.2,4.6,0,0
57594,51,263.2,5.3,0,0
54539,45,261.7,5.9,0,0
51830,31,261.2,8.7,0,0
52414,25,261.0,10.9,0,0
12891,46,260.8,5.8,0,0
51829,32,260.2,8.4,0,0
12922,55,259.9,4.8,0,0
14086,37,259.8,7.2,0,0
59805,29,259.7,9.3,0,0
52408,24,259.2,11.3,0,0
15714,40,258.8,6.6,0,0
56651,47,258.8,5.6,0,0
12012,42,258.1,6.3,0,0
12006,42,258.1,6.3,0,0
56650,47,257.9,5.6,0,0
12242,34,257.7,7.8,0,0
54791,30,257.6,8.9,0,0
13241,43,257.5,6.1,0,0
52239,24,257.2,11.2,0,0
12921,55,257.1,4.8,0,0
59010,42,256.4,6.3,0,0
57593,51,256.1,5.1,0,0
13226,47,256.0,5.6,0,0
12241,34,256.0,7.8,0,0
52257,26,255.5,10.2,0,0
13422,51,255.5,5.1,0,0
