station_a,name_a,state_a,station_b,name_b,state_b,num_trains,distance_km
ALB,ALIA BADA,Gujarat,WTJ,JAM WANTHALI,Gujarat,52,11.6
WTJ,JAM WANTHALI,Gujarat,JALD,JALIYA DEVANI,Gujarat,50,8.1
WTJ,JAM WANTHALI,Gujarat,HM,HADMATIYA JN,Gujarat,2,15.3
JALD,JALIYA DEVANI,Gujarat,CX,CHANOL,Gujarat,44,14.3
JALD,JALIYA DEVANI,Gujarat,HM,HADMATIYA JN,Gujarat,6,7.3
CX,CHANOL,Gujarat,PDH,PADADHARI,Gujarat,48,6.8
CX,CHANOL,Gujarat,HM,HADMATIYA JN,Gujarat,4,7.0
PDH,PADADHARI,Gujarat,KHDI,KHANDERI,Gujarat,52,13.7
PDH,PADADHARI,Gujarat,HM,HADMATIYA JN,Gujarat,4,13.9
KHDI,KHANDERI,Gujarat,RJT,RAJKOT JN,Gujarat,51,10.4
RJT,RAJKOT JN,Gujarat,BLWR,BILESHWAR,Gujarat,68,8.3
RJT,RAJKOT JN,Gujarat,BKNG,BHAKTI NAGAR,Gujarat,20,3.4
BLWR,BILESHWAR,Gujarat,KHC,KHORANA,Gujarat,70,1.3
KHC,KHORANA,Gujarat,KNKT,KANAKOT,Gujarat,70,11.5
KNKT,KANAKOT,Gujarat,SDD,SINDHAWADAR,Gujarat,70,6.7
SDD,SINDHAWADAR,Gujarat,AXA,AMARSAR,Gujarat,70,5.0
AXA,AMARSAR,Gujarat,WKRC,WANKANER CITY,Gujarat,70,4.9
WKRC,WANKANER CITY,Gujarat,WKR,WANKANER JN,Gujarat,70,1.5
WKR,WANKANER JN,Gujarat,LXR,LUNSERIYA,Gujarat,72,8.3
WKR,WANKANER JN,Gujarat,MVI,MORBI,Gujarat,2,26.5
LXR,LUNSERIYA,Gujarat,DL,DALADI,Gujarat,72,3.4
DL,DALADI,Gujarat,LMC,LAKHAMANCHI,Gujarat,72,8.3
LMC,LAKHAMANCHI,Gujarat,THAN,THAN JN,Gujarat,72,6.0
THAN,THAN JN,Gujarat,VD,VAGDIYA,Gujarat,72,9.6
VD,VAGDIYA,Gujarat,RA,RAMPARDA,Gujarat,72,6.6
RA,RAMPARDA,Gujarat,MOL,MULI ROAD,Gujarat,72,9.7
MOL,MULI ROAD,Gujarat,DXR,DIGSAR,Gujarat,72,7.7
DXR,DIGSAR,Gujarat,CJR,CHAMARAJ,Gujarat,72,6.3
CJR,CHAMARAJ,Gujarat,SUNR,SURENDRANAGAR,Gujarat,72,7.7
SUNR,SURENDRANAGAR,Gujarat,BLRD,BALA ROAD,Gujarat,75,10.1
BLRD,BALA ROAD,Gujarat,LTR,LAKHTAR,Gujarat,78,10.7
LTR,LAKHTAR,Gujarat,LPR,LILAPUR ROAD,Gujarat,70,12.6
LTR,LAKHTAR,Gujarat,SRGT,SURENDRANAGAR GATE,Gujarat,18,21.1
LTR,LAKHTAR,Gujarat,VG,VIRAMGAM JN,,10,40.1
LPR,LILAPUR ROAD,Gujarat,SR,SABLI ROAD,Gujarat,70,12.8
SR,SABLI ROAD,Gujarat,KHRS,KHARESHWAR ROAD,Gujarat,70,4.2
KHRS,KHARESHWAR ROAD,Gujarat,VNRD,VANI ROAD,Gujarat,70,4.3
VNRD,VANI ROAD,Gujarat,VG,VIRAMGAM JN,,69,6.3
VG,VIRAMGAM JN,,JKA,JAKHVADA,,93,9.6
VG,VIRAMGAM JN,,JN,JHUND,,16,12.4
VG,VIRAMGAM JN,,JKS,Jaksi,Gujarat,4,11.8
JKA,JAKHVADA,,VCN,VIROCHANNAGAR,,94,6.3
VCN,VIROCHANNAGAR,,CE,CHHARODI,,94,6.5
CE,CHHARODI,,WSE,VASAN IYAWA,,94,6.8
WSE,VASAN IYAWA,,SAU,SANAND,,94,7.3
SAU,SANAND,,GGM,GORA GHUMA,,94,7.3
GGM,GORA GHUMA,,ABD,AMBLI ROAD,,94,4.4
ABD,AMBLI ROAD,,SBI,SABARMATI JN,,82,9.7
ABD,AMBLI ROAD,,SBT,SABARMATI JN,,10,10.1
ABD,AMBLI ROAD,,ADI,AHMEDABAD JN,,1,11.5
MB,MORADABAD,,KGF,KATHGHAR,,142,3.1
MB,MORADABAD,,HRH,HARTHALA,,77,5.4
MB,MORADABAD,,GOT,GOT,Uttar Pradesh,3,7.1
MB,MORADABAD,,LPB,LODIPUR BISHANP,,88,6.3
MB,MORADABAD,,RMR,RAMNAGAR,Uttarakhand,2,71.1
MB,MORADABAD,,MCV,MACHARYA,Uttar Pradesh,24,7.5
MB,MORADABAD,,AII,AJMER JN,Rajasthan,2,484.8
MB,MORADABAD,,ANVT,ANAND VIHAR TRM,,1,142.9
