station_a,name_a,state_a,station_b,name_b,state_b,num_trains,distance_km
BSDA,BANIYA SANDA DHORA,Rajasthan,KVA,KAVAS,Rajasthan,18,13.0
KVA,KAVAS,Rajasthan,UTL,UTARLAI,Rajasthan,18,13.0
UTL,UTARLAI,Rajasthan,BME,BARMER,Rajasthan,9,6.7
IZN,IZZATNAGAR,Uttar Pradesh,DOX,DOHNA,Uttar Pradesh,28,5.2
DOX,DOHNA,Uttar Pradesh,BPR,BHOJIPURA JN,Uttar Pradesh,28,6.8
BPR,BHOJIPURA JN,Uttar Pradesh,DBNR,Dibnapur,Uttar Pradesh,10,7.5
BPR,BHOJIPURA JN,Uttar Pradesh,AMA,ATAMANDA,Uttar Pradesh,13,10.4
BPR,BHOJIPURA JN,Uttar Pradesh,STH,Sethal,Uttar Pradesh,9,12.9
DBNR,Dibnapur,Uttar Pradesh,STH,Sethal,Uttar Pradesh,10,5.4
STH,Sethal,Uttar Pradesh,BJV,Bijauria,Uttar Pradesh,19,9.3
BJV,Bijauria,Uttar Pradesh,SSC,Shahi,Uttar Pradesh,10,3.8
CAF,Chanda Fort,Maharashtra,KEZ,Kelzar,Maharashtra,10,26.7
KEZ,Kelzar,Maharashtra,MME,Mul Marora,Maharashtra,12,12.6
MME,Mul Marora,Maharashtra,ROL,Rajuli,Maharashtra,12,13.9
ROL,Rajuli,Maharashtra,SYE,Sindewahi,Maharashtra,12,14.3
SYE,Sindewahi,Maharashtra,AWH,Alewahi,Maharashtra,12,11.1
AWH,Alewahi,Maharashtra,TUD,Talodhi Road,Maharashtra,12,7.9
BMP,Bramhapuri,Maharashtra,WSA,Wadsa,Maharashtra,12,10.2
WSA,Wadsa,Maharashtra,WDG,Wadegaon,Maharashtra,11,15.7
WDG,Wadegaon,Maharashtra,AJU,Arjuni,Maharashtra,12,7.2
AJU,Arjuni,Maharashtra,DEW,Dewalgaon,Maharashtra,12,10.2
DEW,Dewalgaon,Maharashtra,SNV,Sondad,Maharashtra,12,21.0
SNV,Sondad,Maharashtra,GNL,Gongle,Maharashtra,12,16.7
GNL,Gongle,Maharashtra,HDM,Hirdamali,Maharashtra,12,14.4
MUGR,Manuguru,Andhra Pradesh,PGP,Panduranga Pura,Andhra Pradesh,1,23.3
OEL,OEL,Uttar Pradesh,KDPS,KADIPUR SANI HA,Uttar Pradesh,3,5.7
CHPD,CHEPPAD HALT,Kerala,HAD,HARIPPAD,Kerala,44,5.5
HAD,HARIPPAD,Kerala,KVTA,KARUVATTA HALT,Kerala,44,5.4
KVTA,KARUVATTA HALT,Kerala,AMPA,AMBALAPUZHA,Kerala,44,10.7
AMPA,AMBALAPUZHA,Kerala,PUPR,PUNNAPRA,Kerala,44,4.8
PUPR,PUNNAPRA,Kerala,PNPR,PUNNAPURA,Kerala,44,3.1
PNPR,PUNNAPURA,Kerala,ALLP,ALLEPPEY,,42,4.0
AMH,AZAMGARH,,SAA,SATHIAON,,23,12.7
AMH,AZAMGARH,,RKS,SARAI RANI,,23,4.7
SAA,SATHIAON,,MMA,MUHAMMADABAD,,24,8.9
MMA,MUHAMMADABAD,,KRT,KHURAHAT,,24,9.2
KRT,KHURAHAT,,PLGH,PALIGARH,,2,5.7
DJD,DIDARGANJ ROAD,,KRND,KHORASON ROAD,,24,6.2
DJD,DIDARGANJ ROAD,,KHJA,KHANJA HALT,,2,6.0
KRND,KHORASON ROAD,,SMZ,SARAI MIR,,24,8.9
SMZ,SARAI MIR,,RKS,SARAI RANI,,20,19.8
SMZ,SARAI MIR,,PHY,PHARIHA,,2,10.8
SMZ,SARAI MIR,,SJER,SANJARPUR,,2,5.0
RKS,SARAI RANI,,PHY,PHARIHA,,4,9.2
RTP,RATANPURA,,RJMP,RAJMALPUR ROAD,,14,5.5
RTP,RATANPURA,,HLP,HALDHARPUR,,5,8.0
RJMP,RAJMALPUR ROAD,,RSR,RASRA,,14,7.7
RSR,RASRA,,CHR,CHILKAHAR,,14,11.4
TRS,TARSARAI,,BJIH,BIJULI HALT,,5,3.8
TRS,TARSARAI,,SSNS,SHAHEED S N SINGH HALT,,4,3.0
SVUR,SEVUR,,THL,TIRUVALAM,,114,6.1
THL,TIRUVALAM,,MCN,MUKUNDARAYAPURM,,114,4.7
MCN,MUKUNDARAYAPURM,,WJR,WALAJAH ROAD JN,,114,7.8
WJR,WALAJAH ROAD JN,,MRLM,MARUDALAM,,112,5.1
WJR,WALAJAH ROAD JN,,TUG,THALANGAI,,2,8.0
MRLM,MARUDALAM,,TUG,THALANGAI,,112,3.0
TUG,THALANGAI,,SHU,SHOLINGHUR,,114,6.4
SHU,SHOLINGHUR,,AVN,ANAVARDIKHANPET,,114,9.8
AVN,ANAVARDIKHANPET,,CTRE,CHITTERI,,114,3.8
CTRE,CHITTERI,,AJJ,ARAKKONAM,,107,7.7
CTRE,CHITTERI,,TRT,TIRUTTANI,,2,12.4
AJJ,ARAKKONAM,,PLMG,PULIYAMANGALAM,,120,2.0
AJJ,ARAKKONAM,,TRT,TIRUTTANI,,21,12.5
PLMG,PULIYAMANGALAM,,MSU,MOSUR,,124,3.5
MSU,MOSUR,,TO,TIRUVALANGADU,,124,4.8
TO,TIRUVALANGADU,,MAF,MANUR,,124,4.2
MAF,MANUR,,SPAM,SENJI PANAMBAKKAM,,124,3.4
SPAM,SENJI PANAMBAKKAM,,KBT,KADAMBATTUR,,124,3.2
KBT,KADAMBATTUR,,EGT,EGATTUR HALT,,124,2.5
EGT,EGATTUR HALT,,TRL,TIRUVALLUR,,125,3.3
TRL,TIRUVALLUR,,PTLR,PUTLUR HALT,,126,2.7
PTLR,PUTLUR HALT,,SVR,SEVVAPET ROAD,,128,3.2
SVR,SEVVAPET ROAD,,VEU,VEPPAMPATTU,,128,3.5
VEU,VEPPAMPATTU,,TI,TIRUNINRAVUR,,128,3.1
TI,TIRUNINRAVUR,,NEC,NEMILICHERRY HALT,,128,2.0
NEC,NEMILICHERRY HALT,,PAB,PATTABIRAM,,128,2.2
PAB,PATTABIRAM,,HC,HINDU COLLEGE,,130,1.0
PAB,PATTABIRAM,,PRES,Pattabiram East,Tamil Nadu,1,3.0
HC,HINDU COLLEGE,,AVD,AVADI,,129,2.8
AVD,AVADI,,ANNR,ANNANUR,,128,2.9
ANNR,ANNANUR,,TMVL,TIRUMULLAIVAYIL,,129,1.1
TMVL,TIRUMULLAIVAYIL,,ABU,AMBATTUR,,129,1.7
ABU,AMBATTUR,,PVM,PATTARAVKKAM,,128,1.5
ABU,AMBATTUR,,ABEO,Pattaravakkam,,1,1.5
PVM,PATTARAVKKAM,,KOTR,KORATTUR,,128,1.9
KOTR,KORATTUR,,VLK,VILLIVAKKAM,,129,2.8
KOTR,KORATTUR,,ABEO,Pattaravakkam,,1,1.9
VLK,VILLIVAKKAM,,PEW,PERAMBUR LOCOMOTIVE WORKS,,129,1.7
PEW,PERAMBUR LOCOMOTIVE WORKS,,PCW,PERAMBUR CARRIAGE WORKS,,129,1.5
PCW,PERAMBUR CARRIAGE WORKS,,PER,PERAMBUR,,128,0.6
PCW,PERAMBUR CARRIAGE WORKS,,VJM,VYASARPADI JEEVA,,1,2.0
PER,PERAMBUR,,VJM,VYASARPADI JEEVA,,124,1.3
PER,PERAMBUR,,MAS,CHENNAI CENTRAL,,1,4.1
VJM,VYASARPADI JEEVA,,MAS,CHENNAI CENTRAL,,8,3.3
DNUA,Dhansura,Gujarat,MDSA,Modasa,Gujarat,1,15.5
DNUA,Dhansura,Gujarat,BAYD,Beyad,Gujarat,2,15.1
BAYD,Beyad,Gujarat,KSUA,Kashipura,Gujarat,2,11.3
KSUA,Kashipura,Gujarat,VLTR,Vadali Luter Road,Gujarat,2,5.9
VLTR,Vadali Luter Road,Gujarat,KVNJ,Kapadvanj,Gujarat,2,8.8
KVNJ,Kapadvanj,Gujarat,KTAL,Kathalal,Gujarat,2,16.3
KTAL,Kathalal,Gujarat,MHUA,Mahudha,Gujarat,2,10.0
ZRDE,JIRADEI,,KYW,KARCHHUE,,68,5.0
KYW,KARCHHUE,,MW,MAIRWA,,68,5.6
MW,MAIRWA,,BTK,BANKATA,,68,6.4
BTK,BANKATA,,BHTR,BHATPAR RANI,,68,7.9
BHTR,BHATPAR RANI,,NNPR,NONAPAR,,68,7.9
HBL,HOMBAL,Karnataka,BLR,BALGANUR,Karnataka,18,8.5
BLR,BALGANUR,Karnataka,MLP,MALLAPUR,Karnataka,18,8.9
MLP,MALLAPUR,Karnataka,SMKT,Somankatti,Karnataka,18,10.8
SMKT,Somankatti,Karnataka,HLAR,HOLE ALUR,Karnataka,18,6.1
HLAR,HOLE ALUR,Karnataka,JAK,Jakanur,Karnataka,18,2.9
JAK,Jakanur,Karnataka,LKY,LAKHMAPUR,Karnataka,18,3.7
LKY,LAKHMAPUR,Karnataka,YGA,Yerra Goppa Halt,Karnataka,18,4.5
YGA,Yerra Goppa Halt,Karnataka,BDM,BADAMI,Karnataka,18,6.7
BDM,BADAMI,Karnataka,GED,GULEDAGUDDA RD,Karnataka,18,12.5
GED,GULEDAGUDDA RD,Karnataka,BGK,BAGALKOT,Karnataka,17,12.2
BGK,BAGALKOT,Karnataka,MGL,MANGELA,Karnataka,18,7.2
MGL,MANGELA,Karnataka,KLM,KADLIMATTI,Karnataka,19,5.2
MGL,MANGELA,Karnataka,LMT,ALMATTI,Karnataka,1,21.1
KLM,KADLIMATTI,Karnataka,JRKT,JADARAMA KUNTE,Karnataka,19,7.0
JRKT,JADARAMA KUNTE,Karnataka,SII,SITIMANI,Karnataka,19,4.9
SII,SITIMANI,Karnataka,KSAR,KUDALA SANGAM,Karnataka,19,3.1
KSAR,KUDALA SANGAM,Karnataka,LMT,ALMATTI,Karnataka,19,4.5
LMT,ALMATTI,Karnataka,BENL,BENL,Karnataka,19,4.7
LMT,ALMATTI,Karnataka,WDL,WANDAL,Karnataka,1,8.8
BENL,BENL,Karnataka,WDL,WANDAL,Karnataka,19,4.1
WDL,WANDAL,Karnataka,ANGR,ANGADGERI HALT,Karnataka,19,4.4
WDL,WANDAL,Karnataka,BSRX,BAGEVADI RD,Karnataka,1,8.0
ANGR,ANGADGERI HALT,Karnataka,BSRX,BAGEVADI RD,Karnataka,19,3.6
BSRX,BAGEVADI RD,Karnataka,KDGI,KUDGI,Karnataka,19,5.9
BSRX,BAGEVADI RD,Karnataka,MVD,MULVAD,Karnataka,1,17.9
KDGI,KUDGI,Karnataka,MVD,MULVAD,Karnataka,19,12.2
MVD,MULVAD,Karnataka,HOH,HONAGANAHALLI,Karnataka,19,6.7
MVD,MULVAD,Karnataka,BJP,BIJAPUR,Karnataka,1,23.4
HOH,HONAGANAHALLI,Karnataka,IMR,IBRAHIMPUR,Karnataka,19,13.8
IMR,IBRAHIMPUR,Karnataka,BJP,BIJAPUR,Karnataka,17,3.8
MOPR,MOHANPURA,Rajasthan,SGNR,SHRI GANGANAGAR,Rajasthan,10,7.2
MOPR,MOHANPURA,Rajasthan,FTH,FATUHI,Rajasthan,21,7.6
SGNR,SHRI GANGANAGAR,Rajasthan,BWC,Banwali,Rajasthan,2,15.3
SGNR,SHRI GANGANAGAR,Rajasthan,KESR,Kesri Singhpur,Rajasthan,1,24.5
FTH,FATUHI,Rajasthan,ORKI,ORKI,Rajasthan,21,4.3
ORKI,ORKI,Rajasthan,HMK,HINDUMALKOTE,Rajasthan,21,7.0
HMK,HINDUMALKOTE,Rajasthan,KTPK,KOTHA PAKKI,Rajasthan,21,3.9
KTPK,KOTHA PAKKI,Rajasthan,BKWA,BAKAYANWALA,Rajasthan,21,1.9
BKWA,BAKAYANWALA,Rajasthan,PJK,PANJ KOSI,Rajasthan,21,6.9
PJK,PANJ KOSI,Rajasthan,KLWL,KILANWALI PUNJAB,Punjab,21,5.3
KLWL,KILANWALI PUNJAB,Punjab,ABS,ABOHAR,Punjab,21,8.0
ABS,ABOHAR,Punjab,BFE,BAHAWAL BASI,Punjab,24,8.1
ABS,ABOHAR,Punjab,FKA,Fazilka,Punjab,1,34.1
BFE,BAHAWAL BASI,Punjab,PKK,PAKKI,Punjab,25,7.6
PKK,PAKKI,Punjab,MOT,MALOUT,Punjab,25,13.6
MOT,MALOUT,Punjab,FSR,FAQARSAR,Punjab,25,7.4
FSR,FAQARSAR,Punjab,GDB,GIDDARBAHA,Punjab,25,8.8
GDB,GIDDARBAHA,Punjab,BHX,BULLUANA,Punjab,25,11.6
BHX,BULLUANA,Punjab,BWX,BAHMAN DIWANA,Punjab,25,6.4
PQZ,PUNDIBARI,,SJRR,SAJHERPAR,,72,4.2
SJRR,SAJHERPAR,,GDX,GHOKSADANGA,,72,7.4
GDX,GHOKSADANGA,,FLK,FALAKATA,,72,15.4
FLK,FALAKATA,,SXX,SALBARI,,72,8.7
SXX,SALBARI,,KLGR,KHALAIGRAM,,72,5.3
KLGR,KHALAIGRAM,,DQG,DHUPGURI,,72,6.2
DQG,DHUPGURI,,ATM,ALTAGRAM,,72,6.2
ATM,ALTAGRAM,,BYXA,BETGARA,,72,6.1
BYXA,BETGARA,,NMX,NEW MAYNAGURI,,72,7.3
NMX,NEW MAYNAGURI,,NQH,NEW DOMOHANI,,72,3.7
NQH,NEW DOMOHANI,,JPE,JALPAIGURI ROAD,,72,7.8
NJP,NEW JALPAIGURI,,SGUT,SILIGURU TOWN,West Bengal,32,3.0
NQR,NARAJ MARTHAPUR,,SPSR,SARPESWAR PH,,21,4.5
SPSR,SARPESWAR PH,,GHNH,GHANTIKHAL NIDHIPUR,,21,3.2
GHNH,GHANTIKHAL NIDHIPUR,,RQP,RADHAKISHOREPUR,,21,5.8
RQP,RADHAKISHOREPUR,,RJGR,RAJTHAGARH,,21,2.2
RJGR,RAJTHAGARH,,JRZ,JORANDA ROAD,,38,11.8
RJGR,RAJTHAGARH,,MZY,MACHAPUR,,16,2.9
JRZ,JORANDA ROAD,,SCPR,SHYAMA CHARANPUR HALT,,38,3.3
SCPR,SHYAMA CHARANPUR HALT,,DNKL,DHENKANAL,,38,4.7
DNKL,DHENKANAL,,DNDL,DANDI MAL,,36,7.3
DNDL,DANDI MAL,,SSPR,SADASHIBAPUR,,36,3.8
SSPR,SADASHIBAPUR,,MHDB,MAHADIA PH,,36,3.5
MHDB,MAHADIA PH,,HND,HINDOL ROAD,,36,5.7
HND,HINDOL ROAD,,NBT,NAYABAGIRTHIPUR,,36,4.6
NBT,NAYABAGIRTHIPUR,,MRDL,MERAMANDOLIL,,36,8.4
MRDL,MERAMANDOLIL,,BDPK,BURHAPANKA,,36,7.6
BDPK,BURHAPANKA,,TTPT,TALCHER THERMAL,,12,7.0
BDPK,BURHAPANKA,,TLHR,TALCHER,,4,10.5
BDPK,BURHAPANKA,,TLHD,TALCHER ROAD,,20,6.2
TTPT,TALCHER THERMAL,,TLHR,TALCHER,,21,3.5
TTPT,TALCHER THERMAL,,TLHD,TALCHER ROAD,,10,2.3
TLHR,TALCHER,,TLHD,TALCHER ROAD,,4,5.1
TLHD,TALCHER ROAD,,ANGL,ANGUL,,33,11.6
ANGL,ANGUL,,KPJG,KEREJANGA,,26,12.8
KPJG,KEREJANGA,,JRPD,JARAPADA,,26,9.8
JRPD,JARAPADA,,BONA,BOINDA,,26,15.0
BONA,BOINDA,,HNPA,HANDAPA,,26,7.1
HNPA,HANDAPA,,SRGP,SARAGIPALLI,,26,13.2
SRGP,SARAGIPALLI,,BAMR,BAMUR,,26,9.6
BAMR,BAMUR,,RAIR,RAIRAKHOL,,26,15.4
RAIR,RAIRAKHOL,,CHAR,CHARMAL,,12,14.5
SBPD,SAMBALPUR ROAD,,SBP,SAMBALPUR,,28,1.7
SBPD,SAMBALPUR ROAD,,SSN,SASON,,9,11.2
SBPD,SAMBALPUR ROAD,,JUJA,JUJUMURA,,2,31.2
SBPD,SAMBALPUR ROAD,,RGL,RENGALI,,8,19.0
SBPD,SAMBALPUR ROAD,,MANE,MANESWAR,,1,10.2
SBPD,SAMBALPUR ROAD,,SBPY,SAMBALPUR CITY,,1,3.3
SBP,SAMBALPUR,,JSG,JHARSUGUDA JN,,12,42.6
SBP,SAMBALPUR,,HKG,HIRAKUD,,30,5.7
SBP,SAMBALPUR,,RGL,RENGALI,,3,19.1
SBP,SAMBALPUR,,SBPY,SAMBALPUR CITY,,2,4.9
SBP,SAMBALPUR,,SSN,SASON,,1,11.8
JSG,JHARSUGUDA JN,,IB,IB,,55,8.8
JSG,JHARSUGUDA JN,,BXQ,BRUNDAMAL,,26,6.2
JSG,JHARSUGUDA JN,,DTV,DHUTRA,,71,8.5
IB,IB,,BRJN,BRAJRAJNAGAR,,57,2.7
BRJN,BRAJRAJNAGAR,,BPH,BELPAHAR,,57,7.7
BPH,BELPAHAR,,HGR,HEMAGIRI,,57,12.3
HGR,HEMAGIRI,,DAO,DAGHORA,,57,7.0
DAO,DAGHORA,,JMG,JAMGA,,57,11.8
JMG,JAMGA,,KRL,KOTARLIA,,57,8.6
PRCA,PERECHERLA,,PPM,PHIRANGIPURAM,,23,9.4
PPM,PHIRANGIPURAM,,NDPU,NUDURUPADU,,23,7.0
NDPU,NUDURUPADU,,STUR,SATULUR,,23,6.2
STUR,SATULUR,,NRT,NARASARAOPET,,23,10.7
NRT,NARASARAOPET,,MUK,MUNUMAKA,,23,7.9
MUK,MUNUMAKA,,SAB,SANTAMAGULUR,,23,8.6
SAB,SANTAMAGULUR,,SYM,SAVALYAPURAM,,23,11.3
SYM,SAVALYAPURAM,,VKN,VINUKONDA,,23,9.6
VKN,VINUKONDA,,CEM,CHEEKATEEGALPLM,,23,8.2
CEM,CHEEKATEEGALPLM,,GKM,GUNDALUKAMMA,,23,4.9
GKM,GUNDALUKAMMA,,KCD,KURICHEDU,,23,11.2
KCD,KURICHEDU,,POO,POTLAPADU,,23,6.8
POO,POTLAPADU,,DKD,DONAKONDA,,23,6.1
DKD,DONAKONDA,,GJJ,GAJJELAKONDA,,23,10.9
GJJ,GAJJELAKONDA,,MRK,MARKAPUR ROAD,,22,12.8
MRK,MARKAPUR ROAD,,TLU,TARLUPADU,,21,10.6
TLU,TARLUPADU,,CBM,CUMBUM,,21,13.8
CBM,CUMBUM,,JBK,JAGGAMBOTLA KRISHNAPURAM,,21,6.3
JBK,JAGGAMBOTLA KRISHNAPURAM,,SDV,SOMIDEVIPALLE,,21,11.4
SDV,SOMIDEVIPALLE,,GMA,GUDIMETTA,,21,4.4
GMA,GUDIMETTA,,GID,GIDDALUR,,21,10.4
GID,GIDDALUR,,KSTE,KISTAMSETTIPALI,,21,4.5
KSTE,KISTAMSETTIPALI,,DMT,DIGUVAMETTA,,21,6.7
DMT,DIGUVAMETTA,,CMZ,CHALAMA,,21,14.4
CMZ,CHALAMA,,GZL,GAZULAPALLI,,21,10.2
GZL,GAZULAPALLI,,NDL,NANDYAL,,21,14.3
NDL,NANDYAL,,PNM,PANYAM,,21,14.7
PNM,PANYAM,,KEF,KRISHNAMA KONA,,21,7.7
KEF,KRISHNAMA KONA,,BEY,B CEMENT NAGAR,,21,8.0
BEY,B CEMENT NAGAR,,BMH,BETAMCHERLA,,21,6.5
BMH,BETAMCHERLA,,RGM,RANGAPURAM,,21,10.7
RGM,RANGAPURAM,,MLK,MALKAPURAM,,21,10.7
MLK,MALKAPURAM,,DHNE,DHONE,,20,11.3
DHNE,DHONE,,BVO,BOGOLU,,35,10.0
DHNE,DHONE,,MYL,MALLIYALA,Andhra Pradesh,48,9.5
BVO,BOGOLU,,VDI,VELDURTI,,35,9.0
VDI,VELDURTI,,UKD,ULINDAKONDA,,35,11.9
UKD,ULINDAKONDA,,DUU,DUPADU,,35,11.1
DUU,DUPADU,,KRNT,KURNOOL TOWN,,33,10.3
KRNT,KURNOOL TOWN,,ALPR,ALAMPUR ROAD,,33,7.1
ALPR,ALAMPUR ROAD,,MOA,MANOPAD,,36,15.7
MOA,MANOPAD,,IKI,ITKYALA,,36,13.1
IKI,ITKYALA,,PDNA,PEDDADINNE,,36,3.4
PDNA,PEDDADINNE,,PDO,PUDURU,,36,6.2
PDO,PUDURU,,GWD,GADWAL,,36,8.0
GWD,GADWAL,,ARPL,AREPALLI HALT,,36,7.6
ARPL,AREPALLI HALT,,SRNR,SRIRAMNAGAR,,36,4.0
SRNR,SRIRAMNAGAR,,WPR,WANPARTI ROAD,,36,8.6
WPR,WANPARTI ROAD,,KONN,KONNUR,,36,4.7
KONN,KONNUR,,KXI,KURUMURTHI,,36,8.1
KXI,KURUMURTHI,,KQQ,KAUKUNTLA,,36,5.1
KQQ,KAUKUNTLA,,DKUR,DOKUR,,36,6.0
DKUR,DOKUR,,DKC,DEVARKADRE,,36,4.5
DKC,DEVARKADRE,,KTKA,KOTAKADRA,,36,5.4
KTKA,KOTAKADRA,,MQN,MANYAMKONDA,,36,4.1
MQN,MANYAMKONDA,,MHBT,MAHBUBNAGAR TOWN HALT,,36,10.6
MHBT,MAHBUBNAGAR TOWN HALT,,MBNR,MAHBUBNAGAR,,36,2.4
MBNR,MAHBUBNAGAR,,DTP,DIVITI PALLI,,38,9.2
DTP,DIVITI PALLI,,JCL,JADCHERLA,,40,6.3
JCL,JADCHERLA,,GLY,GOLLAPALLY,,40,7.5
GLY,GOLLAPALLY,,RJAP,RAJAPUR,,40,4.6
RJAP,RAJAPUR,,RRGA,RANGAREDDY GUDA,,40,5.0
RRGA,RANGAREDDY GUDA,,BABR,BALANAGAR,,40,5.2
BABR,BALANAGAR,,SHNR,SHADNAGAR,,40,13.3
SHNR,SHADNAGAR,,TMX,TIMMAPUR,,40,14.1
TMX,TIMMAPUR,,UR,UMDANAGAR,,40,15.2
UR,UMDANAGAR,,BDVL,BUDVEL,,40,6.1
BDVL,BUDVEL,,NSVP,NPA SHIVARAMPALLI HALT,,40,2.1
PDL,PENDEKALLU,Andhra Pradesh,LMD,LINGANENIDODDI,Andhra Pradesh,50,6.6
PDL,PENDEKALLU,Andhra Pradesh,EDD,EDDULADODDI,Andhra Pradesh,32,7.9
LMD,LINGANENIDODDI,Andhra Pradesh,MYL,MALLIYALA,Andhra Pradesh,50,7.9
HR,Harpalu,Rajasthan,RMB,Rampura Beri,Rajasthan,14,15.7
RMB,Rampura Beri,Rajasthan,PVZ,Parvezpur,Rajasthan,14,8.4
PVZ,Parvezpur,Rajasthan,LHU,Loharu,Haryana,14,11.8
LHU,Loharu,Haryana,SAWN,Sohansra,Haryana,14,6.2
LHU,Loharu,Haryana,SRGH,Surajgarh,Rajasthan,6,15.4
LHU,Loharu,Haryana,CRWA,Chirawa,Rajasthan,1,27.0
SAWN,Sohansra,Haryana,STNL,Satnali,Haryana,14,10.7
STNL,Satnali,Haryana,ZP,Zarpur Pali,Haryana,14,21.1
ZP,Zarpur Pali,Haryana,MHRG,Mahendragarh,Haryana,14,0.1
MHRG,Mahendragarh,Haryana,BJWS,Bojawas,Haryana,14,10.8
BJWS,Bojawas,Haryana,KNNK,Kanina Khas,Haryana,14,4.7
KNNK,Kanina Khas,Haryana,DZB,Dahina Zainabad,Haryana,14,9.5
DZB,Dahina Zainabad,Haryana,NNU,Nangal Mundi,Haryana,14,11.5
MZGI,MANZURGARHI,Uttar Pradesh,HGJ,HARDUAGANJ,Uttar Pradesh,14,3.6
HGJ,HARDUAGANJ,Uttar Pradesh,SUNM,SUNAMAI HALT,Uttar Pradesh,14,15.0
SUNM,SUNAMAI HALT,Uttar Pradesh,GDHA,GODHA,Uttar Pradesh,6,12.8
SUNM,SUNAMAI HALT,Uttar Pradesh,AUR,ATRAULI ROAD,Uttar Pradesh,8,0.0
GDHA,GODHA,Uttar Pradesh,AUR,ATRAULI ROAD,Uttar Pradesh,6,12.8
AUR,ATRAULI ROAD,Uttar Pradesh,DMPR,DHARAMPUR,Uttar Pradesh,14,7.4
DMPR,DHARAMPUR,Uttar Pradesh,DIB,DIBAI,Uttar Pradesh,14,6.1
DIB,DIBAI,Uttar Pradesh,RG,RAJGHAT NARORA,Uttar Pradesh,14,6.8
RG,RAJGHAT NARORA,Uttar Pradesh,BBA,BABRALA,Uttar Pradesh,14,6.0
BBA,BABRALA,Uttar Pradesh,BHKL,BHAKRAULI,Uttar Pradesh,14,8.4
BHKL,BHAKRAULI,Uttar Pradesh,DN,DHANARI,Uttar Pradesh,14,4.1
DN,DHANARI,Uttar Pradesh,PHX,PATHAKPUR,Uttar Pradesh,5,8.3
DN,DHANARI,Uttar Pradesh,BJ,BAHJOI,Uttar Pradesh,8,14.4
PHX,PATHAKPUR,Uttar Pradesh,BJ,BAHJOI,Uttar Pradesh,5,6.1
BJ,BAHJOI,Uttar Pradesh,MJHL,MAJADA HALT,Uttar Pradesh,5,12.8
GSD,Ghosunda,Rajasthan,PMO,Pandoli,Rajasthan,20,13.6
PMO,Pandoli,Rajasthan,KIN,Kapasan,Rajasthan,20,8.8
KIN,Kapasan,Rajasthan,BSJ,Bhupalsagar,Rajasthan,20,10.3
BSJ,Bhupalsagar,Rajasthan,FAN,Fatehnagar,Rajasthan,20,12.1
FAN,Fatehnagar,Rajasthan,MVJ,MAVLI JN,Rajasthan,20,12.6
MVJ,MAVLI JN,Rajasthan,BIML,Bhimal,Rajasthan,20,7.0
MVJ,MAVLI JN,Rajasthan,NDT,Nathdwara,Rajasthan,2,15.4
MVJ,MAVLI JN,Rajasthan,VBN,VALLABHNAGAR,Rajasthan,1,12.4
BIML,Bhimal,Rajasthan,KLH,Khemli,Rajasthan,20,10.6
KLH,Khemli,Rajasthan,DRB,Debari,Rajasthan,20,10.0
DRB,Debari,Rajasthan,RPZ,Ranapratapnagar,Rajasthan,20,8.3
BYHA,BARYA RAM,Uttar Pradesh,URPR,UGRASENPUR,Uttar Pradesh,28,3.8
URPR,UGRASENPUR,Uttar Pradesh,PLP,PHULPUR,Uttar Pradesh,28,9.9
PLP,PHULPUR,Uttar Pradesh,SYC,SARAI CHANDI,Uttar Pradesh,28,11.3
SYC,SARAI CHANDI,Uttar Pradesh,THW,THARWAI,Uttar Pradesh,4,6.5
ETUE,ETMADPUR,,KBP,KUBERPUR,,60,6.8
KBP,KUBERPUR,,CHLR,CHHALESAR,,60,4.6
CHLR,CHHALESAR,,JAB,YAMUNA BRIDGE AGRA,,60,5.1
JAB,YAMUNA BRIDGE AGRA,,AF,AGRA FORT,,47,2.1
JAB,YAMUNA BRIDGE AGRA,,AGA,AGRA CITY,,13,2.2
SRSI,Sarsi,Bihar,BNKI,Banmankhi Junction,Bihar,7,9.5
BNKI,Banmankhi Junction,Bihar,SKHK,Sukhasan Kothi,Bihar,3,6.4
BNKI,Banmankhi Junction,Bihar,AUI,Aurahi,Bihar,2,9.1
MY,MALLIYAM,Tamil Nadu,KTM,KUTRALAM,Tamil Nadu,26,4.3
KTM,KUTRALAM,Tamil Nadu,NPT,NARASINGAMPET,Tamil Nadu,26,6.4
KTM,KUTRALAM,Tamil Nadu,ADT,ADUTURAI,Tamil Nadu,2,10.9
NPT,NARASINGAMPET,Tamil Nadu,ADT,ADUTURAI,Tamil Nadu,26,4.6
ADT,ADUTURAI,Tamil Nadu,TDR,TIRUVIDAIMARUTHUR,Tamil Nadu,26,3.4
ADT,ADUTURAI,Tamil Nadu,KMU,KUMBAKONAM,Tamil Nadu,2,11.6
TDR,TIRUVIDAIMARUTHUR,Tamil Nadu,TRM,TIRUNAGESVARAM,Tamil Nadu,26,3.3
TRM,TIRUNAGESVARAM,Tamil Nadu,KMU,KUMBAKONAM,Tamil Nadu,26,5.0
KMU,KUMBAKONAM,Tamil Nadu,DSM,DARASURAM,Tamil Nadu,28,3.6
KMU,KUMBAKONAM,Tamil Nadu,PML,PAPANASAM,Tamil Nadu,2,13.5
DSM,DARASURAM,Tamil Nadu,SWI,SWAMIMALAI,Tamil Nadu,30,3.0
